Age,Total Work Experience,Number of years in city,Cost to Request Ratio,Cibil score,Overdrafts past12months,Total bounces past12months
39.67,3,5,0.754716981,758,1,1
24.12,3,2,0.6,800,0,0
51.17,2,3,0.860564461,750,1,2
37.1,2,3,0.558434986,802,0,0
30,3,5,0.630048262,763,1,2
23.5,3,6,0.8,729,0,0
58.2,3,6,0.793650794,788,0,0
36.5,3,3,1.065295068,754,1,4
39.11,3,5,0.875,688,0,0
42.75,1,6,1.683392575,746,0,0
56.42,2,4,0.94511348,804,1,1
50.8,1,4,0.666666667,766,1,2
43.33,1,4,0.928567923,523,1,7
36.11,3,3,0.85499316,781,0,0
24.5,3,2,0.504975694,760,0,0
28.83,3,3,0.392521329,768,0,0
41.17,3,3,1.05418067,765,0,0
41.5,3,3,0.513089951,730,0,0
33.33,3,3,0.786943041,526,1,2
42.17,3,3,0.534444979,723,0,0
35.58,2,3,0.745117617,795,1,10
52.1,3,3,0.6,661,0,0
29.1,1,4,0.45,608,0,0
63.92,2,5,0.323659311,792,0,0
27.17,2,3,0.845454545,761,0,2
34.1,2,4,2.087472037,779,1,1
40.3,3,4,0.65,725,0,0
36,1,4,1.227154474,724,0,0
28.5,3,3,1,773,0,0
35,2,6,0.950172931,781,0,0
44.8,3,4,0.75,717,0,0
29,2,4,0.899324648,790,0,0
55.8,1,5,0.679771144,633,0,0
40.42,3,5,0.703076663,758,0,0
38.4,1,4,1.310561025,784,0,2
28.6,2,4,1.04579538,760,1,6
31.5,3,4,0.830769231,618,0,0
42.5,3,4,0.869565217,719,0,0
28.75,3,3,0.633333333,769,1,1
34.92,2,6,1.009550346,800,0,0
31.17,3,5,0.951771365,773,0,0
35.2,2,4,0.699639725,789,1,3
29,3,3,0.459770115,819,0,0
29.17,1,5,0.526657919,772,1,3
26.25,3,3,0.95,739,1,2
40.7,3,3,0.975191137,803,0,0
26,3,5,0.757254498,736,0,0
29.12,2,4,0.6,819,0,0
28.7,3,5,0.888888889,780,0,0
38.2,2,5,0.714285714,740,0,0
28.58,3,6,0.600791483,784,1,1
34.67,3,6,0.910478147,789,0,1
26.9,3,4,0.742857143,729,0,0
30.4,2,3,0.827604471,818,0,0
45.2,1,2,0.75,584,0,0
31.6,3,4,0.848101266,819,0,0
32.58,3,3,0.999478904,772,0,0
31.92,2,3,0.899552409,802,0,0
23.58,2,4,0.749200326,800,0,0
39.6,3,4,0.834629139,782,0,0
33.33,1,4,0.332326491,774,0,0
31.83,2,5,1.005864188,786,0,0
25.4,2,4,0.764705882,539,0,0
44.67,1,5,0.601574923,773,0,0
29.58,1,5,1.06399731,716,1,5
33.75,2,4,1.245964632,772,0,1
27.5,3,3,0.655711906,815,0,0
37.3,3,3,0.828729282,481,0,0
41.9,3,4,0.833333333,518,0,0
30.83,3,4,2.974310543,779,7,8
37.5,3,5,0.857142857,743,0,0
47.11,4,4,1.0057873,820,0,1
47.1,2,4,1.533954621,807,0,0
49.83,1,4,0.782608696,802,1,8
32.2,3,3,1.055391149,730,0,0
25,3,4,0.586191669,797,0,0
30.11,3,4,0.4574126,721,0,0
36.1,3,3,0.749681385,636,0,0
32.2,2,3,0.704178124,833,0,0
41.9,3,4,0.8,679,0,0
44.11,1,5,0.666666667,753,0,0
42.25,1,5,0.743923078,773,0,0
50.2,3,5,1,573,0,0
47.92,1,5,0.461538462,815,0,0
34.25,3,4,1.2,779,0,0
47.4,3,3,0.503703704,834,0,0
40.17,1,5,1.198832105,793,1,3
33.67,2,5,1.007579748,744,0,0
32.8,3,6,0.879986181,778,0,3
54.8,3,4,0.857142857,778,0,0
33.7,3,4,0.898305085,764,0,0
32.5,3,3,0.85,620,0,0
58.11,3,5,1.0625,822,0,4
32.11,3,5,0.75,812,0,0
27.33,3,4,0.588029484,807,0,1
48.12,1,4,0.9,627,0,0
35.3,3,6,0.716981132,720,0,0
26.1,3,5,0.850157207,723,0,0
26.8,3,2,0.184376319,800,0,0
46.3,1,5,0.725634552,775,0,0
38.42,1,3,0.692307692,771,0,0
31.9,3,2,0.666666667,778,0,0
48.6,1,4,0.683181439,807,0,0
55.1,3,4,0.88,839,0,0
44.11,1,6,0.670265995,614,0,0
23.8,2,4,0.791208791,763,1,2
46.4,3,5,0.810078092,768,0,0
35.8,1,4,0.642185142,792,0,0
41.5,3,6,0.714285714,723,0,0
41.42,1,6,0.571428571,743,0,0
38.5,3,3,0.8,607,1,1
36.3,3,5,0.91576197,765,0,0
62.1,1,6,0.556424238,772,0,2
55.25,2,4,0.649283191,786,1,3
30.6,3,5,1.172710752,608,0,0
29.58,3,5,0.742364043,664,0,0
26.75,2,3,0.727714649,752,0,0
38.3,3,4,0.857142857,744,0,0
27.12,3,3,0.768472149,724,0,0
52.8,3,4,1.197772074,821,0,0
65.5,2,6,0.724738082,852,0,0
52.9,3,3,0.600889316,816,0,0
56.75,1,6,0.8979283,752,0,0
39.11,3,4,0.748571429,774,0,0
32.25,3,3,0.71509377,808,0,0
28.9,2,3,0.882352941,608,0,0
35.2,2,4,0.757365378,563,0,0
29.8,3,2,0.954427973,785,0,0
35.3,3,5,0.894129681,763,0,0
27.58,3,3,0.73031082,723,0,0
37.33,1,5,1.393042218,777,0,0
21.5,3,5,1,780,0,0
33.83,2,3,0.561316324,790,0,0
35.33,3,5,0.706874353,762,0,0
43.67,3,3,0.742730157,774,0,0
43.1,3,6,0.407614234,724,0,0
64.2,3,3,0.823877961,830,0,0
43.5,2,3,0.87037037,806,0,0
24.12,2,5,0.679255536,757,0,0
57.42,1,5,0.781333831,731,0,0
59.12,2,3,1.194159763,829,0,0
33.75,3,3,0.6950188,724,0,0
52.83,1,5,0.718158641,781,0,0
27.5,3,6,1,731,0,0
45.75,2,4,0.418057579,858,0,0
27.5,3,5,0.822222222,731,0,0
52.67,1,6,0.859090909,866,0,0
39.12,3,4,0.8,583,0,0
32.17,3,4,0.724261041,725,0,0
33.08,1,4,0.813559322,822,0,0
30.12,3,3,0.75,720,0,0
26.5,3,3,0.892857143,727,0,0
29.7,2,4,1.310880946,673,0,0
39.1,2,4,1.316231657,603,0,0
38.4,2,4,0.62962963,838,0,0
35.17,1,3,0.92245013,663,0,0
41.4,3,3,1,805,0,0
47.8,1,5,0.947804411,777,0,0
48,3,3,0.719582354,699,0,0
35.5,1,4,0.737245288,611,0,0
56,1,6,0.898839239,776,0,0
50.75,2,5,0.854063349,709,0,0
47.3,3,4,0.857142857,790,0,0
28.4,3,5,0.888888889,619,0,0
44.12,3,4,0.847457627,800,0,0
23.33,3,4,0.70904614,725,0,0
40.58,2,3,0.9,781,0,0
37.5,3,3,10,687,0,0
28.9,2,4,0.651513901,775,0,0
37.25,3,4,0.571428571,725,0,0
47.33,2,4,1.354157263,723,0,0
52.5,1,3,0.705882353,756,0,0
26.1,3,3,0.787878788,579,0,0
32.11,1,4,1.2,720,0,0
34.1,3,4,0.571104039,725,0,0
31.11,3,3,0.888888889,719,0,0
28.9,3,3,0.826086957,790,0,0
57,1,3,0.594059406,755,1,6
40,2,4,0.839552239,729,0,0
44,2,5,0.891836268,587,1,4
27,3,2,0.979765708,794,0,0
45,3,5,1,731,3,10
35,3,2,1.4,823,0,0
45,1,3,1.302924791,817,0,0
55,2,5,1.01924077,681,1,2
54,1,6,1.330602911,807,1,2
36,3,6,0.851788756,843,0,0
30,3,6,0.496431896,784,2,8
67,1,6,1.2,817,0,0
34.25,2,3,0.860759494,766,0,1
43.33,2,4,0.699300699,827,0,0
42.58,3,2,0.7,757,0,1
34.5,3,6,0.803689065,771,0,0
31.25,3,4,1.212121212,790,0,0
28.83,2,3,1.2,764,0,1
24.08,3,5,0.466200466,715,0,0
37.67,2,4,1.4,756,0,0
42.83,2,4,0.903357764,531,1,3
32.5,2,5,0.954446855,744,1,1
38.5,3,4,1.2,781,1,1
82.5,3,1,0.7,710,0,0
46.83,1,6,0.811518325,765,1,2
38.58,2,3,0.810234542,792,0,0
24.17,1,5,0.690140845,800,0,0
53.83,1,6,1.262493845,754,1,1
48.92,1,5,0.980738954,682,0,0
54.75,3,6,0.772708649,827,0,0
47.25,3,3,1,820,0,1
27.92,3,3,0.714285714,830,0,0
52.83,1,6,0.796098681,749,0,0
60.08,3,6,1,843,0,0
22.83,3,4,0.778466577,719,0,0
50.17,1,3,0.369766022,713,0,0
30.58,3,4,0.768537115,719,0,0
50.75,3,4,0.373212726,816,0,0
56.83,1,3,0.691796402,772,0,0
36.58,3,5,0.755143281,789,0,1
25.5,1,3,1.19951834,683,0,0
38.5,1,3,0.592351791,770,1,1
27.92,3,3,0.757447538,762,1,1
23.58,1,5,0.621701872,783,0,1
30.83,2,5,0.49488487,791,0,0
41.25,3,6,0.598445657,744,0,0
44.17,1,5,1.199996227,798,0,0
27.17,3,5,0.553476602,779,1,4
27.92,3,6,0.679805956,719,0,0
32.92,2,4,0.643338728,751,0,0
24.25,4,3,1,779,1,2
54.5,2,4,0.884306218,744,0,0
30.67,2,5,0.512492868,743,0,0
41.83,1,6,0.857529971,599,1,1
49.42,2,2,0.516859304,827,0,1
30,1,5,0.6,762,0,0
32.5,1,5,1.39995703,598,0,0
43.25,2,6,0.416152834,781,0,0
40.75,3,3,0.66594153,632,0,1
30.67,2,4,0.678393835,722,1,3
26.83,2,4,0.603192093,769,0,0
53.33,1,6,0.689655172,769,1,1
31.17,2,4,0.654479388,817,1,1
52.75,1,6,0.964887735,840,0,0
23.25,2,3,0.746640119,798,0,0
60,2,3,0.758516433,867,1,1
70.42,5,4,1.197225951,789,1,2
41.5,1,6,1.122396472,591,1,2
71.75,1,4,1.195345354,822,1,2
55.25,1,4,0.874993984,769,1,1
31.17,3,5,0.779158447,812,0,0
52.67,1,5,0.8923453,748,0,0
37.5,1,4,1.196386912,781,0,0
67.5,3,6,0.333333333,720,0,0
29.58,2,6,0.891997003,739,1,5
43.67,1,4,1.181552289,782,0,0
43.83,1,4,1,770,0,0
26.83,2,3,1.199800097,802,1,7
45.83,2,5,1.189793733,796,0,0
25.5,3,6,0.768450496,794,1,1
59.5,1,5,0.812955255,803,0,0
38.25,1,6,0.696491745,806,1,0
58.17,1,6,0.846636103,785,0,0
51.42,1,5,0.852045957,755,1,5
38.33,2,4,0.436321749,773,0,0
43.58,1,5,0.901664473,768,0,0
32.92,1,4,0.801666667,766,0,3
32,2,4,0.30605325,694,1,2
25.67,3,4,0.677456287,772,0,2
53,3,4,0.906354943,723,0,1
59.42,2,6,0.8,769,0,0
42.25,1,6,0.550567415,774,0,0
39.67,1,3,11.9947704,754,0,0
30.92,1,5,0.299708084,744,1,7
38,2,3,0.494522667,791,0,0
52.11,1,5,0.897088946,775,1,4
58.6,1,5,0.399829832,566,0,0
48.3,2,4,0.854254431,745,0,0
25.67,1,3,0.682476875,766,0,2
49.92,1,4,1,712,0,2
54.2,1,6,1,752,1,1
21.42,2,4,0.74130947,802,0,0
31.3,1,6,0.680619364,809,1,4
32.75,1,5,0.45269782,817,1,5
30.8,2,5,0.26984127,639,1,1
51.25,1,5,1.198492238,707,0,0
30.33,1,3,1.2,799,9,11
27.92,3,3,1.102634608,756,0,1
38.12,1,3,0.796704285,786,0,0
43.83,1,5,1,714,1,8
64.17,1,5,0.434782609,781,0,0
33.25,1,6,0.828586225,768,0,0
42.17,1,3,1.197314053,841,0,1
37.92,1,5,0.475340597,786,0,0
20.08,2,4,0.382959669,752,1,5
50.75,1,3,1.199053576,801,1,7
58.67,1,4,1,722,0,1
31.2,2,4,1,631,0,0
42.67,1,4,1.212121212,596,1,7
50.75,1,6,0.814952948,798,0,0
52.1,1,3,0.816326531,819,1,2
36,2,4,0.862149752,769,0,0
53.17,2,4,0.697502939,774,0,0
29.58,3,6,0.716099834,800,1,1
31.67,2,4,1.231632432,825,0,0
52.42,1,5,0.416666667,770,0,0
36.67,2,3,0.5,798,1,2
53.58,1,6,0.751495476,809,0,0
42.5,2,4,0.576923077,770,0,0
39.92,1,5,0.523130202,758,0,0
44.1,2,3,0.531567113,741,0,0
38.58,1,5,0.322555673,772,0,0
70.75,2,4,0.373994056,740,0,0
50.9,2,5,0.695652174,839,0,0
22.67,1,5,0.740305416,764,1,2
25.11,2,4,0.768582401,746,0,0
26.6,1,4,1.200023472,808,1,2
32.08,3,6,0.900900901,781,1,6
41.67,1,5,0.778328229,802,0,0
34.7,2,4,0.781178799,764,0,0
28.08,3,5,0.849539267,780,0,0
28.7,1,6,1,802,1,1
34.58,2,4,0.650982332,764,0,0
40.58,1,3,0.811251624,516,0,0
35.67,1,4,1.200000138,825,0,0
27.83,2,6,0.732382283,743,0,0
25.08,3,3,0.84317032,769,0,0
45.8,3,4,0.441160251,813,0,1
50.75,1,2,1,754,1,11
51.8,1,3,0.978755141,822,1,8
28.1,3,4,0.392290703,769,1,11
36.92,2,4,0.849851213,781,0,0
33.11,3,4,0.758416527,798,1,1
68.08,5,5,0.482758621,809,6,4
25.5,2,5,1.105333333,735,1,0
55.67,3,6,0.930781286,759,1,5
54.5,1,4,0.733453742,784,1,8
53.92,1,5,0.775638739,754,0,0
35.67,1,4,0.80850464,768,0,0
44.4,2,3,0.614865921,775,0,0
41.25,3,6,0.772,765,0,0
57.08,1,4,0.899999212,806,0,0
39,1,6,0.85869587,806,0,0
29.92,3,3,8.999996819,690,0,0
32.11,2,3,1,808,0,0
33.17,3,4,0.815479431,769,1,3
32.92,1,5,0.599752182,748,0,0
37.83,1,4,0.871402741,778,0,0
33.7,1,5,1,565,0,0
24.25,3,6,0.845480391,628,0,0
32.92,3,5,0.537592789,760,1,4
29.33,1,5,0.99816587,819,0,0
49.08,1,4,1.2,780,0,0
24.6,2,6,0.65,643,0,0
31.42,2,4,1,624,0,0
60.33,3,5,0.344810465,805,1,2
28.75,1,5,0.868432479,779,1,1
27.4,1,5,0.780262006,789,1,1
57.08,4,4,0.799378087,829,1,5
68.92,3,5,0.525478042,813,1,3
31.33,1,6,0.492328294,767,1,1
41.5,1,4,0.666686985,801,0,0
39.33,1,4,1,660,0,0
51,3,5,0.487164435,771,0,0
52.83,1,5,0.559989846,749,0,0
46.58,1,6,0.595238095,774,0,0
52.83,2,4,0.576923077,807,1,4
50.83,2,3,1.195510778,608,1,1
33.7,2,6,0.651811166,656,0,0
24.33,2,4,0.734326215,772,0,0
55.7,4,3,0.75,770,1,1
47.75,3,3,0.482565353,761,1,1
47.8,1,4,1.200125749,791,0,0
52.11,3,3,0.859276317,782,1,1
27.12,2,6,0.520359589,763,0,1
44.4,3,5,0.708537026,740,0,0
24.4,3,4,1.146598329,790,0,0
38.1,3,6,0.848561539,781,1,4
50.25,1,4,0.635103437,710,0,0
35.75,3,4,0.435849221,745,1,10
41.2,1,6,0.478809794,767,1,2
28.42,1,4,0.731791595,772,0,1
24.8,3,3,0.75884625,772,0,0
27.83,2,3,0.743074545,813,0,1
44.92,3,4,0.559701493,760,1,1
30.58,2,4,1.568014183,791,0,1
30.5,2,4,0.799406304,791,0,1
49.92,3,4,0.701264239,484,0,0
52.1,3,5,0.8,720,0,0
34.33,3,5,0.577914422,781,1,4
37.1,3,4,0.850746269,516,0,0
38.11,2,3,0.755228066,787,0,0
35.5,3,4,0.88961244,753,0,0
44.67,2,3,0.858683581,796,1,3
33.3,2,6,0.595038804,744,0,0
31.42,1,4,0.890293574,748,0,0
50.42,3,4,1,822,0,0
44.5,2,4,0.899999698,730,0,0
38,1,3,0.841240999,749,0,0
32.08,2,3,0.902814298,771,0,0
26.33,3,2,0.872231972,719,0,0
25.9,1,6,0.346298993,753,0,0
36.25,3,3,1,809,0,0
46.11,4,4,1,804,0,1
34.42,1,5,1,781,0,0
24.5,2,3,0.749759876,743,0,0
28.1,1,3,0.465116279,774,0,0
30.6,2,3,0.583235479,819,0,0
60.75,4,5,0.599937335,770,1,1
34.5,2,4,1,789,0,1
64.17,2,4,0.8500116,868,1,3
64.17,2,4,0.4250058,868,1,3
42,2,6,1,781,0,0
40,2,4,0.840340842,525,0,1
50.1,1,3,0.858061488,780,0,0
28.58,3,5,1,768,0,1
31.58,2,5,0.564944089,773,0,0
57.08,1,4,1.045828191,818,0,0
30.6,3,4,0.766666667,758,0,0
33.7,2,3,0.881007814,745,0,0
28.6,1,5,0.413799953,779,0,0
35.5,4,3,0.849873827,692,0,0
39.5,2,4,0.950390352,763,0,0
29.33,2,4,0.793713787,748,0,0
27.12,1,5,1,742,1,2
38.42,2,4,0.899518006,671,0,0
42.1,3,5,0.895002221,843,0,0
61.83,1,6,0.732501992,828,0,0
34.7,3,4,0.827599905,633,0,0
23.3,3,4,0.8,772,0,0
25.5,1,4,1.012658228,733,0,0
31.67,3,5,1,752,0,0
57.7,1,4,0.866666667,807,0,0
25.33,3,3,0.89897799,729,0,0
22.83,3,5,0.88,729,0,0
49.4,1,4,0.603426254,749,0,0
26.9,3,4,1,735,0,0
50.33,3,3,0.891779046,804,0,0
56.11,1,4,0.757933671,789,0,0
30.5,2,3,1.153720798,808,0,0
43.08,1,4,0.895900909,837,0,0
40.11,2,4,0.908372882,781,0,0
44.75,1,4,1,474,0,0
39.9,1,4,0.587924058,800,0,0
39.75,1,4,0.587924058,800,0,0
40.7,3,4,0.857142857,781,0,0
45.12,3,4,1,817,0,0
31.5,1,4,0.284093061,632,0,0
27.25,3,4,0.727272727,724,0,0
31.33,2,3,0.933071065,789,0,0
29.2,2,3,0.677419355,819,0,0
24,3,3,0.8,720,0,0
38.17,3,3,0.857096329,706,0,0
23.5,2,6,0.489380444,755,0,0
26.25,2,3,0.744928897,812,0,0
38.25,3,4,0.899958651,804,0,0
29.83,3,3,0.896661972,646,0,0
38.17,1,5,1,806,0,0
31.4,3,3,0.969921353,755,0,0
49.17,3,4,1,818,0,0
39.11,3,4,0.888888889,836,0,0
22.9,3,3,0.75,579,0,0
47.75,1,2,0.573228838,791,0,0
39.9,1,4,0.964451454,748,0,0
48.5,3,3,0.422805069,649,0,0
46.25,3,4,0.849996014,776,0,0
30.1,3,4,0.75,770,0,0
47.5,3,4,0.595047763,719,0,0
48.42,1,5,0.944158283,769,0,0
43.58,2,3,0.605035102,823,0,0
30.83,3,3,0.895972046,661,0,0
41.5,1,5,0.40228417,751,0,0
34.2,2,5,0.807692308,629,0,0
42.3,3,5,0.7,825,0,0
30.3,3,4,0.725806452,543,0,0
35.2,3,4,0.75,774,0,0
40.9,3,5,0.727272727,728,0,0
39,2,4,1,735,1,0
37,1,4,0.818181818,774,3,4
27,2,5,0.684317719,815,0,0
51,3,2,1.4,802,0,0
24,2,4,1.054545455,787,0,1
49,1,4,1.4,824,1,1
31.33,3,6,0.7,783,1,4
44.25,2,3,1.401273885,806,1,1
53.33,2,4,1.400584795,828,1,1
42.92,2,4,0.603257021,775,1,8
34.33,3,3,1.4,726,1,4
33.08,3,3,0.649627409,763,1,3
29.92,3,4,0.400473469,815,0,0
41.25,3,4,1,576,0,0
41.83,2,4,1.400244993,848,0,0
34.12,3,5,1,818,0,0
46.67,2,5,1,590,1,6
48.5,1,3,0.845318065,810,0,1
43.17,2,6,0.699115386,813,0,2
48.25,1,6,1.125529899,803,0,0
29.25,2,5,0.803890222,787,1,8
51.17,1,5,0.57973255,809,0,1
25.42,3,4,0.543919139,766,0,0
38.58,2,4,0.519522351,788,1,3
51.25,1,2,0.809248412,759,1,1
29.33,3,6,0.671907546,692,1,4
45.67,1,6,0.651518229,750,0,0
31.67,3,4,0.754818923,802,0,0
58.5,1,4,1.399869491,835,0,0
56.17,1,4,1.145668363,716,0,0
30.58,2,4,0.757663769,787,0,0
27.75,3,3,0.680640056,802,2,3
49.25,3,4,0.741870032,783,0,0
34.1,3,4,1.095391156,818,0,0
32.12,1,5,0.682513992,752,0,0
50.1,2,6,0.521852945,613,0,0
40.2,1,4,0.432127467,765,1,5
33.33,3,5,0.798486395,645,0,0
39.4,1,3,0.57188172,781,0,0
57.1,1,6,0.845131818,796,1,10
35.9,3,4,0.813164908,630,0,0
48.4,1,5,0.636950789,722,1,3
25.1,2,5,0.661883456,779,1,1
29.1,1,5,0.899439764,763,1,6
26.7,3,6,0.799972244,742,1,1
44.83,3,4,0.849985927,774,0,6
27.17,3,3,0.849735437,731,0,0
26.6,1,5,0.233329102,755,0,4
27.1,3,3,0.899855183,731,0,0
33.83,3,4,0.795047202,725,0,0
61.92,3,6,0.787386813,813,0,0
33.58,1,5,1,692,2,4
28.42,2,5,0.784952727,740,0,0
33.67,3,6,0.860481525,821,0,0
27.75,2,5,0.706351038,752,1,3
34.12,1,4,0.890522139,809,0,0
35.12,1,4,0.496821216,744,0,0
40,2,3,0.797462922,705,0,1
33.2,3,4,1.189327656,737,0,0
48.1,3,5,0.900040494,774,0,1
58.92,3,3,0.799937748,721,0,0
31.92,1,4,1,522,0,5
29.75,1,6,0.65003263,815,1,1
47,1,6,0.661754471,744,0,0
50.08,1,6,0.428571429,743,0,0
29.5,3,6,0.744109498,726,0,0
26.75,2,5,0.7983568,797,0,0
37.2,1,5,0.440216798,748,0,0
40,3,3,0.558659218,815,0,0
34,3,6,0.583090379,856,0,0
27,3,5,0.277777778,785,0,3
28,2,3,6.983240223,767,0,0
53,1,6,1.168539326,686,0,0
31,3,3,1.803846154,869,0,0
39,3,4,1.465201465,825,0,0
30,3,5,1.526717557,790,0,2
38.17,3,4,0.84965222,820,0,2
32.92,2,3,1.213452323,767,0,0
36.92,2,6,0.557798165,779,1,2
30.75,2,4,0.573065903,809,0,1
42.33,3,4,1.325811001,825,0,0
27.58,2,3,0.307834101,712,0,0
23.58,2,5,0.363689264,771,0,0
23.08,3,5,0.897435897,754,2,6
41,2,5,1.269230769,817,0,0
40.08,2,4,0.601156069,738,0,0
31.5,3,4,0.696189495,724,0,0
22.5,3,1,0.363636364,720,0,0
34.08,3,5,0.664235748,783,1,1
38.42,2,4,0.439602599,847,0,0
46.58,1,3,0.735088725,762,0,0
37.92,1,3,0.517888195,766,0,0
38.75,3,4,0.945778518,703,0,0
47.17,3,3,0.569574453,767,0,0
36.17,2,3,1.711288404,763,0,0
29.67,2,4,0.686453192,796,0,0
43.08,2,4,0.656317699,697,1,2
30.25,3,4,0.379599932,776,0,0
29.25,3,4,0.527628116,782,0,0
42.25,3,4,0.849984503,817,0,0
46.42,2,4,0.753358582,580,0,0
37.92,2,4,0.837016546,810,0,0
42.42,2,4,0.837140291,520,0,1
41.5,1,6,0.998255717,802,0,0
32.58,3,3,0.734386934,748,0,0
29.33,1,4,0.08433198,803,1,7
29.92,2,4,1.360065328,790,1,4
58.75,2,4,0.460368947,743,0,2
38.17,2,3,0.69857872,611,1,6
40.67,2,4,0.861094737,816,0,0
28.5,3,6,0.599842601,764,0,0
42.58,2,5,0.727397575,796,0,1
49.17,1,5,1.199952771,770,1,0
39.83,2,3,0.845038592,803,0,0
28.25,3,6,0.460938968,778,0,0
38.08,2,4,7.954545455,764,1,1
47.25,2,5,0.851004185,793,0,0
31.58,2,4,0.849822634,775,0,0
39.58,1,6,0.676866249,772,0,0
43.75,2,4,0.799834852,788,0,1
35.08,3,4,0.831088744,813,0,1
46.25,2,6,1.199946268,797,0,3
34.92,2,3,0.848578631,775,0,0
37.83,1,6,0.742,704,0,0
28.3,3,3,1.2,773,1,7
30.2,2,4,0.897783254,766,1,2
36.7,1,3,0.754007929,825,0,1
37,3,4,0.845470693,634,0,0
27,2,4,0.498504487,815,0,0
51,3,3,0.580832527,740,0,0
48,2,4,0.372960373,755,0,0
46,1,4,0.545454545,756,0,0
40,2,3,1,783,0,0
47,3,3,0.800339943,774,0,0
31,2,6,0.849484536,767,0,0
34,3,3,0.845434939,722,0,0
31.92,2,3,0.995756719,798,0,0
46.92,1,4,0.61452514,631,0,0
42.67,2,3,0.500687758,816,0,0
46.67,1,5,0.68832309,813,0,0
50.58,2,4,1.003319502,738,0,0
28.67,1,2,0.843373494,741,0,0
38.83,2,4,0.849966056,564,0,0
33.75,2,3,1,821,0,0
27.17,3,1,0.694789082,794,0,0
25.17,3,5,0.896860987,632,0,0
57.5,1,3,0.787294123,828,0,0
31.08,3,4,0.349342766,752,3,6
53,3,4,0.62922391,775,0,0
47.08,1,6,0.852861492,766,0,0
33.83,1,3,0.424490645,809,1,3
32.08,3,4,0.716959684,810,0,0
30.5,3,4,0.738082468,810,0,0
33.17,1,6,0.725661319,689,0,0
51.5,1,5,0.849102377,856,0,0
33.17,3,6,0.796112947,766,0,0
42.92,3,5,0.854863686,817,0,2
37.67,2,4,1.008946439,804,0,0
33.25,1,4,1,812,0,1
32.42,1,4,1.250095814,812,0,1
31.42,2,2,0.419393753,771,1,1
29.33,1,4,1.192030384,755,0,1
53.58,1,4,0.849702939,807,0,1
37.25,3,5,1.192567917,817,0,0
48.08,1,4,0.575317719,621,0,0
51.58,1,4,1.301990324,764,1,7
28.17,2,4,0.772656444,802,0,1
40.83,2,4,0.754556895,833,0,2
37.83,2,4,0.793903581,771,0,0
29.67,3,3,0.798289001,766,0,0
31.67,2,4,0.554355991,842,0,0
37.33,1,3,0.799607934,772,0,0
25.42,3,3,0.8492649,749,1,0
29.75,1,3,1.199756147,666,1,0
28.33,3,3,0.351824032,763,0,0
49.33,2,5,0.683495853,772,0,1
30.83,3,3,0.869995487,761,0,1
23.33,3,5,0.448613589,769,0,0
27.25,2,4,0.578851096,773,0,1
55.5,1,6,0.850499742,862,0,0
30.08,3,6,0.847913396,772,0,0
36.7,2,6,0.788897927,806,1,1
54.2,1,4,0.864304235,760,1,4
45.11,3,3,0.785768608,803,0,2
26.83,2,6,0.866517754,745,0,0
30.83,2,5,0.706395529,814,0,0
30.7,2,6,0.826127664,836,0,0
56.12,3,6,0.91870483,716,0,0
34.6,1,5,0.97801424,777,11,11
36.9,3,4,0.813303476,819,0,0
49.9,3,5,0.892698863,810,3,6
51.12,2,5,0.68843972,740,0,0
51.12,2,5,0.68843972,763,0,0
32.12,2,6,0.744888865,765,0,0
55.67,2,5,0.824656118,701,0,0
45.1,1,6,0.693728234,741,0,0
47.25,1,6,0.599585278,807,0,1
33.92,2,3,1.199617829,777,0,0
46.58,1,3,0.821172165,773,0,1
24.58,2,5,0.815681754,772,1,6
30.11,3,4,0.749308228,762,1,1
56.7,1,3,0.779212518,746,0,0
59.67,1,2,0.891452441,786,1,3
25.08,3,6,0.693464788,724,0,0
38.25,1,5,0.627685316,754,3,11
31.1,1,3,0.764639314,825,0,2
30.9,1,2,0.732319071,741,0,0
45.8,3,3,1,777,1,3
27.17,2,5,0.762210061,772,0,1
45.1,1,3,0.762733504,712,0,0
53.67,1,3,0.878517502,763,1,2
45.5,1,6,0.905565788,765,0,1
58.83,2,6,1.004443061,647,1,1
42.42,1,4,0.709219858,744,0,0
35.42,3,4,9.799392,815,0,0
32.67,1,3,1.2,792,1,11
36.08,3,5,0.574774305,745,0,0
34.92,1,6,0.775714951,748,0,0
25,3,4,0.65478696,767,0,0
32.12,3,6,0.665121221,840,1,3
35.33,2,6,0.908319443,710,1,1
56.4,3,3,0.80923994,746,0,1
34.5,3,5,0.692134326,771,0,2
41.1,2,5,0.89951651,771,0,1
35.5,3,4,1,819,1,1
32.75,3,3,1.1998423,799,0,0
27.1,3,6,0.729124438,643,0,0
63.17,2,4,0.5,821,0,0
58.5,1,3,1.197885113,710,0,0
37.4,1,6,1,813,0,1
54.75,1,5,1.197466007,815,3,9
24.9,2,5,0.796409169,771,0,1
45.1,1,5,0.846026992,802,1,7
35.4,3,6,0.461537751,757,0,0
35.42,1,4,0.802830244,786,1,4
25.6,2,6,0.630316053,837,1,3
52.7,1,3,0.71845274,639,0,0
43.5,1,5,0.50112982,786,0,1
38.7,3,4,0.74707148,720,0,0
29.12,1,5,0.799973291,815,0,0
46.58,1,6,0.894635764,808,0,0
39.75,3,5,0.459157094,760,1,1
31,2,6,0.759727871,740,0,0
20.9,2,5,0.84661716,743,0,0
