Period_Sales,Period_DeliveryDelay,Cost_Manufacturing,Cost_Indirect,Cost_Packing,Percent_Margin,Amount_Margin,Amount_Net,Amount_ChannelMargin,Percent_Tax
13,22,14,29,125,20,511,5863,1656,20
39,18,87,44,169,32,545,4632,2001,4
58,2,88,12,172,23,1431,3276,2037,16
44,15,19,40,113,34,508,5556,1877,1
31,10,19,32,102,45,1200,5952,1431,1
1,20,10,28,190,23,842,3279,1429,2
15,0,25,25,123,49,1463,5649,1508,4
4,22,49,0,133,49,1252,3992,1066,8
4,14,25,8,172,48,1390,4644,1448,15
44,0,88,2,103,24,1044,4166,2232,6
49,2,66,18,143,30,1410,5569,1789,12
10,17,24,19,192,41,876,3600,2400,22
48,3,59,14,154,36,805,3244,1692,11
29,12,47,8,134,10,1448,5619,2276,12
15,6,71,18,112,19,1056,3948,1991,16
43,24,97,44,105,12,711,3811,1839,12
18,19,44,28,186,14,1342,5022,2104,4
37,7,38,35,188,53,1183,3469,1083,17
42,0,83,8,104,53,1201,4831,2180,21
30,17,71,25,127,31,1491,4014,1788,9
17,15,18,18,138,13,1494,3117,1863,16
3,19,78,7,139,28,1055,3242,2477,20
41,2,72,16,124,38,1161,4279,1353,14
25,18,95,13,119,38,816,3616,2141,23
10,10,91,12,185,24,1212,5397,1068,16
54,10,44,49,127,29,700,5913,2124,3
47,3,20,36,136,18,796,3440,1899,24
32,13,56,27,108,39,1228,5909,2368,15
36,24,47,46,104,22,1182,3429,2200,1
19,23,64,0,184,34,720,3165,1827,5
29,24,26,41,180,46,1163,5819,1570,15
41,1,84,24,181,23,1203,5082,1941,12
25,7,80,46,190,36,754,3441,1551,19
37,24,92,26,169,23,730,3853,1358,19
7,21,19,48,179,54,1159,4532,2376,23
57,17,35,15,115,20,608,5449,1813,1
24,3,90,20,118,39,1020,3920,1757,22
31,1,97,18,100,56,1485,3142,1439,7
16,13,38,31,179,48,763,5039,1709,23
5,0,47,23,118,56,1412,5719,1004,2
23,8,55,3,110,15,748,3240,1892,24
36,5,44,44,194,34,506,4498,2393,5
33,15,14,23,177,59,737,3629,1841,15
31,22,85,24,146,45,706,4894,2250,18
10,4,58,10,154,13,1185,4448,1475,5
41,20,78,20,174,29,877,4509,1341,6
44,7,44,15,132,47,894,4680,2350,5
50,2,71,19,108,59,1328,3121,2038,9
51,2,75,1,109,27,942,3121,1131,17
3,12,34,2,192,46,1138,4220,1707,17
0,23,53,23,157,18,1289,4449,1870,18
37,9,88,18,193,20,627,4572,2204,12
41,0,34,49,180,25,1463,4910,2489,7
53,17,77,34,167,52,1451,3452,1162,8
15,6,58,8,139,25,954,4911,1483,22
1,2,62,48,160,53,1189,3176,1191,7
42,24,54,38,151,52,795,3176,1306,6
56,22,27,24,162,27,1442,4294,1012,14
5,15,63,45,144,27,1021,4915,2382,13
37,0,55,48,186,11,540,4801,1387,12
23,3,46,10,116,39,658,3857,1163,23
34,12,25,9,130,48,1413,5727,2417,18
53,16,41,47,189,27,1353,3671,1373,23
21,21,97,44,163,27,1154,5189,1883,17
28,23,68,3,129,36,1041,5458,1962,16
39,0,51,14,108,19,837,5084,1703,9
57,21,53,23,100,12,1040,4335,1615,9
32,3,96,21,186,43,1283,5739,1833,5
30,10,55,30,183,18,809,4791,1830,5
53,5,86,39,138,10,1295,4802,1882,9
43,13,29,37,187,53,1367,3205,2391,20
25,2,57,33,177,34,1435,5962,2491,21
37,20,64,19,175,56,1061,3881,1887,9
37,4,28,42,146,16,1307,5658,2412,4
31,14,24,38,196,14,1117,4790,1071,4
28,12,36,31,132,11,521,5178,2376,9
2,22,66,43,124,28,1217,3152,2262,14
9,3,88,43,116,39,694,4454,1562,22
24,15,56,44,126,48,1312,4784,1817,15
39,11,83,31,189,45,988,4801,1371,11
41,5,46,12,147,31,1068,5800,2055,13
3,6,27,29,115,34,1420,5848,1144,8
56,19,45,24,120,12,763,3688,1925,11
25,17,30,15,152,59,1472,3270,1470,4
32,15,75,9,109,14,1286,4991,1355,13
16,4,86,24,184,22,1075,4787,2255,12
5,2,65,46,174,44,1023,3613,2112,22
45,0,40,25,123,24,771,3465,1226,5
11,23,23,5,104,45,1105,4271,2302,8
40,3,12,15,191,22,1413,4742,2016,14
28,18,43,39,110,13,618,4523,1903,12
55,13,10,16,124,19,1192,5192,2356,23
44,18,53,6,127,12,1182,5332,2028,20
24,23,79,27,100,50,637,5700,1712,5
42,16,69,38,109,13,651,4929,1653,7
39,5,72,0,107,14,559,4046,2320,17
23,19,69,48,158,10,856,3017,2212,22
33,5,14,23,119,17,1335,4618,1083,2
37,16,25,22,121,36,1151,3812,1633,23
52,5,36,16,196,23,1430,3753,1069,19
52,10,45,13,151,25,1295,4221,1851,1
28,12,40,33,116,25,1243,3785,1886,15
28,7,32,33,169,15,768,4279,2447,24
7,16,80,47,194,45,1330,4798,1031,13
52,11,57,18,108,47,1269,4060,1721,8
3,17,76,16,135,30,1264,5309,2265,13
32,24,11,22,126,53,676,5222,2465,15
20,11,29,34,161,27,1034,4934,2289,11
58,0,31,10,187,43,522,3461,1381,17
53,23,94,45,131,16,1406,3663,1276,12
43,13,81,27,143,52,792,3996,1801,3
52,19,19,30,141,45,1204,5892,1253,4
52,9,46,2,155,55,992,3059,1443,6
45,11,68,33,109,33,569,4013,1859,7
52,6,44,14,141,32,676,3883,1749,22
33,4,41,37,190,47,929,3365,1543,15
50,3,76,12,108,30,1355,5039,1722,16
16,23,21,13,158,45,1343,4764,2364,15
9,8,87,4,196,27,713,5854,2472,14
17,9,13,18,144,35,952,4113,1136,20
31,13,67,6,100,54,621,4323,1217,9
26,4,12,29,183,32,1250,3539,1653,21
44,8,93,31,192,32,1442,3895,2100,23
44,2,90,22,119,19,654,3741,1238,11
54,21,71,33,166,46,788,5232,1807,14
18,24,74,5,197,17,1093,5538,1154,8
14,12,21,6,113,53,1141,3916,2283,7
39,20,35,34,131,23,1062,3500,1678,1
46,15,36,42,121,50,759,4519,1364,16
15,15,83,48,123,28,1335,4982,1129,22
11,13,24,37,100,57,1025,3010,1613,19
21,6,86,8,193,17,1459,4178,2050,19
56,0,27,23,182,42,1034,5412,1393,1
31,12,46,9,110,46,690,4101,2290,17
3,12,42,2,187,17,665,4565,2199,16
0,5,39,22,107,22,1369,5912,1149,6
18,22,38,48,132,38,890,5062,2176,15
48,15,45,38,173,26,1333,5849,1760,21
53,24,10,16,108,53,1498,4515,1061,2
57,7,26,47,168,41,972,4501,1151,17
24,15,53,36,126,34,1051,3528,2274,19
18,15,95,36,104,15,1409,4331,1280,2
23,8,10,4,129,48,520,4726,1385,3
25,4,91,27,158,35,1252,5542,2371,15
2,12,25,26,122,30,1066,5197,1607,2
23,20,79,9,117,27,763,3612,2401,7
6,18,20,0,138,18,537,5295,1053,24
38,10,29,0,168,20,1418,3475,1775,22
52,1,82,24,167,11,890,5280,1719,3
49,0,94,9,122,29,1063,3387,1309,10
8,6,77,48,117,35,572,3274,1726,17
4,18,67,37,112,45,1389,5361,1333,22
38,12,76,19,181,56,1402,5766,1701,23
13,6,41,29,146,15,733,4701,2278,9
6,12,16,15,170,58,1302,5082,1165,14
54,6,97,28,195,26,1410,5969,1142,14
57,19,74,16,118,12,841,3984,2127,1
6,5,20,37,138,57,1372,5674,1645,24
2,17,83,16,169,49,611,3629,2311,21
42,17,72,0,155,38,1072,4506,2155,2
47,4,51,9,100,49,1391,5662,1225,19
50,0,41,9,133,32,586,5940,1061,13
42,15,35,18,164,51,644,3899,1041,2
22,17,59,48,102,14,1298,4061,1707,17
23,16,75,12,147,39,1408,4116,2392,6
10,7,33,42,160,23,1389,3245,1142,21
47,10,17,20,153,24,957,4540,1898,16
39,1,49,48,104,24,1090,4599,1393,14
9,7,92,46,153,58,1021,5973,1523,6
26,1,64,35,113,47,614,5414,2045,1
15,1,86,42,109,11,618,5684,1954,4
41,4,70,7,116,13,1078,4078,2271,1
35,16,28,21,181,41,1082,4552,1002,21
12,14,64,18,136,20,991,3636,1833,16
17,6,10,36,124,31,1385,3056,1837,14
30,3,30,42,134,35,1175,5012,1686,23
21,13,64,3,168,35,716,3812,1598,23
21,15,24,33,170,15,825,3772,1908,14
56,13,16,47,198,57,1306,4104,1350,16
21,4,31,20,124,48,873,3576,1922,16
17,9,64,12,185,34,938,4489,1844,24
44,23,88,30,174,37,1433,3142,2119,2
23,12,43,41,195,11,1353,3684,1964,21
19,14,34,27,165,34,1002,5057,2252,9
35,21,20,15,169,52,1083,5833,1900,21
38,22,29,31,127,21,778,4979,1577,9
18,14,92,17,142,34,959,4559,1346,12
48,6,89,22,103,18,963,5253,1827,2
49,23,12,5,128,43,1033,5060,1731,1
3,7,84,6,155,57,958,4532,2050,23
50,20,90,48,140,14,549,3733,1469,6
22,4,55,11,100,42,764,4126,2226,3
10,1,58,36,105,50,1468,4439,1841,20
29,20,80,9,150,23,1479,4489,2182,11
10,18,26,19,113,38,1447,4372,1209,4
21,24,75,40,124,39,1389,4807,1865,19
18,13,13,35,122,24,630,3629,1655,4
28,10,46,25,169,57,1482,4197,1204,22
37,18,58,9,122,34,747,5850,1727,21
24,6,58,0,127,28,1298,5763,1836,11
46,4,34,36,162,59,1336,3672,1528,7
6,7,83,36,148,27,1344,3870,1100,3
50,23,63,5,112,42,1023,3162,2294,4
23,18,15,26,195,10,1113,3723,1107,13
35,11,92,41,150,15,1222,4779,1245,1
46,4,48,33,141,44,1331,5740,1154,9
30,16,76,3,163,52,978,3738,2100,14
37,8,74,6,168,15,779,4671,1432,5
39,7,15,14,147,52,1451,4794,1710,13
12,24,96,6,188,14,1215,3860,1601,9
34,14,60,27,180,29,1397,4412,1460,24
22,4,25,9,172,38,746,5002,2133,4
3,21,12,41,168,14,1375,5986,1959,17
47,18,84,14,174,37,1040,3000,2034,11
0,9,43,39,134,31,1011,4067,2208,13
1,4,24,19,195,55,978,4660,1352,15
30,2,49,49,169,23,877,5553,1948,5
55,18,82,5,112,44,1444,5857,1578,8
28,3,93,46,130,24,1129,5221,1443,13
18,19,28,12,120,30,829,3831,1200,19
12,21,75,27,198,35,1385,5981,2482,9
48,17,53,39,195,30,1224,4514,2192,2
35,12,62,7,183,15,1151,3568,1666,1
31,22,92,41,188,17,1080,4536,1135,9
14,18,42,25,183,48,787,4143,1505,2
36,4,79,27,162,13,1047,3858,1883,23
32,14,40,5,114,34,1325,4241,2213,9
45,18,19,31,136,55,691,3182,1751,20
2,9,44,45,194,44,740,5795,1352,18
18,20,63,14,106,55,504,3419,2446,2
14,19,47,37,195,25,1343,5314,1796,20
23,19,29,38,166,37,1062,5917,1073,5
32,10,32,33,129,21,1088,4839,1448,4
39,23,54,27,106,40,904,5820,1245,13
15,15,63,42,122,32,655,3805,1785,20
26,7,62,35,118,13,851,3353,1766,9
17,8,86,48,188,22,1404,5503,2296,6
36,15,69,15,145,30,1496,3791,1424,7
20,21,31,4,177,21,594,5197,1800,16
29,22,70,11,158,42,639,3996,1618,4
15,10,41,4,146,13,854,4334,1979,4
36,14,84,11,180,54,1034,3471,1788,12
11,16,76,19,113,59,678,3244,2006,5
24,8,26,28,103,30,1002,4450,1459,8
28,21,26,29,129,54,906,5638,1295,6
32,22,92,16,147,51,863,4417,1507,18
45,16,97,43,181,54,703,5580,1409,23
55,15,72,29,145,35,770,3238,2116,12
32,1,38,17,170,21,577,3754,2474,2
1,15,41,24,127,16,933,4556,1140,24
11,3,89,42,172,12,1478,4385,1314,24
47,2,44,30,151,10,542,3802,1318,18
41,6,70,34,188,48,1244,4311,1858,19
21,0,51,3,115,22,1434,3011,1359,5
24,5,28,12,153,27,1311,5144,2492,3
16,22,82,23,145,40,726,4017,1902,22
54,15,27,39,110,38,1222,4360,1247,11
39,23,52,24,149,30,961,4514,1140,24
43,11,14,45,106,48,620,5242,1456,3
0,14,82,18,193,57,677,3310,2489,9
18,15,28,49,154,35,605,5005,1523,10
31,24,87,35,103,28,1378,5861,2050,3
1,7,98,12,118,10,1253,3925,2146,1
28,9,24,8,165,25,718,5183,2225,15
57,7,72,38,109,46,1109,4947,1033,12
34,16,21,46,159,53,812,5599,1633,21
35,9,61,22,164,37,1408,5893,1185,15
43,17,47,40,129,10,1082,5746,2004,22
26,21,96,20,111,42,891,5063,2068,13
39,3,40,40,191,47,1446,3921,1283,11
15,4,64,7,192,55,1230,5530,1242,15
8,4,12,8,103,31,1094,4575,1524,16
8,12,74,31,183,50,590,3919,2185,23
22,23,94,10,144,36,1027,5440,1864,14
55,6,59,9,195,16,1468,5547,2418,10
10,14,85,35,185,51,1123,5974,2349,16
9,6,42,46,191,45,1061,3859,1450,24
32,6,61,5,182,51,1272,5334,1201,19
6,16,99,49,130,19,791,4548,1447,6
31,20,46,6,108,20,1096,3469,2050,4
0,24,36,2,143,28,552,3057,1599,24
26,16,17,17,136,11,582,3029,1961,11
32,17,92,26,129,48,628,5791,1868,21
9,4,79,31,125,13,649,4120,2385,3
39,23,43,5,114,54,1288,3666,1956,22
8,15,94,6,192,54,743,4395,1296,4
38,16,22,6,197,33,630,4145,1217,19
2,12,69,1,195,37,1173,5962,2321,17
38,23,81,5,198,15,725,3976,1844,15
16,17,60,36,178,19,534,4156,1515,10
33,13,50,17,199,35,1129,5032,1142,23
36,5,38,47,126,25,1338,4676,1101,12
10,7,22,3,103,18,923,3197,1576,23
47,17,52,28,156,40,1419,3953,1911,9
3,14,17,42,181,30,1191,3845,1248,16
18,16,29,40,120,40,866,4293,2432,20
35,13,43,41,141,17,807,3269,2023,23
56,8,26,34,115,24,730,5280,1254,3
21,18,59,45,185,32,1130,5126,2307,11
40,9,61,19,196,51,612,4537,2222,14
34,15,87,10,188,15,1274,4846,1592,18
17,24,32,24,135,46,1031,4244,1834,1
59,0,10,2,130,26,588,5506,1408,15
49,0,40,8,106,44,1250,4105,1206,9
47,0,88,17,110,48,1398,4331,1848,15
27,5,97,41,169,24,575,3833,1809,3
50,17,82,41,197,15,540,3189,2428,24
22,21,18,35,161,10,1106,5986,1648,10
3,19,15,10,183,19,1203,5611,1890,18
9,5,49,18,133,19,1028,3174,1988,21
16,2,83,48,121,48,839,4473,1134,7
5,14,97,37,132,33,940,5639,1682,4
14,11,91,26,141,47,750,3882,2435,14
21,1,32,14,141,46,874,4963,1072,23
0,5,50,4,182,56,1154,4599,2072,15
49,12,62,40,100,58,714,3603,1252,4
20,22,18,42,152,41,522,4705,1988,11
58,24,85,49,111,28,1196,5026,1710,20
51,10,86,49,161,22,1410,4925,1789,13
26,8,67,30,167,32,660,3873,2457,15
30,22,40,14,190,26,1325,4173,2311,22
15,18,31,31,107,40,720,3719,2155,18
50,18,55,5,172,43,1103,3191,2283,10
1,11,58,8,142,27,1179,5122,1009,23
57,3,15,15,150,56,1216,3854,1783,18
44,9,99,1,124,10,1333,4612,1131,17
6,11,23,26,123,13,1073,5410,2001,20
17,1,44,1,177,51,1373,4590,1863,7
3,4,13,21,144,39,1169,5872,2152,15
31,4,26,38,121,52,1458,5668,1933,11
32,12,88,45,149,59,622,3625,2020,23
12,7,98,23,115,45,1263,5224,2473,24
5,11,92,47,148,48,1473,3286,2012,18
15,5,96,25,147,55,992,3862,2140,5
25,18,72,46,108,15,1073,5565,2465,4
5,10,84,33,170,41,975,5392,1492,19
18,8,98,46,113,41,1099,5650,1732,15
58,6,20,25,129,49,704,4952,2188,6
58,0,22,15,157,14,1122,4959,2075,8
46,8,33,31,153,56,1466,5261,1103,9
26,16,99,40,142,42,518,5401,1446,19
41,14,53,8,116,36,1280,3847,1954,21
8,9,46,23,137,44,615,4024,2209,21
41,10,26,42,112,17,550,4644,1567,12
39,13,63,48,102,12,699,4448,1086,15
36,10,21,1,187,29,1430,3782,1344,2
33,10,33,12,132,27,581,5394,1947,9
43,0,96,9,159,20,1316,3925,1922,8
46,6,79,25,135,58,1277,5135,1286,23
2,11,85,23,177,26,728,5245,1772,3
48,2,90,21,183,40,657,5510,1337,8
25,10,55,22,190,47,1190,5360,1652,8
9,13,51,21,161,18,1131,5429,1408,12
30,23,28,5,182,20,1113,4371,1295,8
22,19,10,0,175,16,1244,4220,1693,6
44,5,78,42,125,14,1220,3852,1531,5
22,11,11,41,111,49,839,3009,1785,13
48,19,32,27,134,10,1215,5240,2025,8
41,5,25,7,125,16,1017,4127,1236,12
36,19,81,42,134,51,1372,5024,2205,23
5,17,44,44,121,44,761,4622,1147,14
42,11,69,7,166,27,938,3301,2332,6
36,17,30,35,143,34,637,3936,1246,4
45,3,52,25,107,11,872,4160,2458,23
11,7,23,37,180,10,732,4863,1595,9
42,24,80,44,110,32,959,5858,2224,1
38,18,12,16,137,59,790,5820,2254,1
44,19,40,14,199,30,907,4353,2483,10
23,17,70,17,109,14,589,4255,2340,5
8,15,20,9,192,10,1076,3332,1154,22
20,0,99,38,185,16,893,3570,1700,21
7,3,18,25,158,19,1229,5930,1356,2
55,20,15,9,114,21,1024,5283,1319,22
18,15,89,44,113,39,571,3746,2394,2
16,6,36,4,109,45,1089,3044,1841,13
7,20,10,29,199,39,1443,4990,2280,12
47,15,80,18,146,29,501,3768,1651,4
38,7,99,18,153,57,1012,3642,2480,16
37,4,51,17,100,22,1392,4181,1066,19
19,11,91,8,112,37,1051,3622,2043,4
50,6,13,11,155,18,1217,5710,2296,23
55,7,47,11,103,56,1168,3380,1609,23
26,9,90,21,199,42,1080,3599,2169,9
10,0,72,4,193,49,531,5144,1517,14
46,19,33,41,122,39,1330,4519,2136,1
6,1,71,32,136,54,947,4515,2256,5
50,1,61,0,127,41,709,5541,2492,3
19,10,67,35,135,22,998,4428,2385,7
27,5,33,40,110,34,970,4239,2091,14
24,3,39,46,171,15,553,5722,1121,5
59,18,76,27,114,27,1345,5673,1713,8
12,23,73,49,141,56,1260,5155,2172,3
29,23,14,14,159,40,726,4182,2226,7
32,18,23,47,174,33,1254,5455,2449,7
24,18,67,14,173,40,882,3023,1962,20
18,0,77,22,121,30,1292,3560,1524,8
55,4,39,9,127,32,629,5106,1720,10
10,8,83,21,123,14,1456,5303,1572,18
59,10,46,10,125,53,552,3055,2299,9
51,20,42,44,101,15,1448,5011,2054,14
16,5,10,40,149,54,844,4819,2421,4
21,14,25,19,110,20,997,5743,1944,20
51,7,69,24,163,18,985,5657,1952,3
11,14,73,16,149,17,941,5486,1950,14
27,19,43,37,151,52,564,5861,2075,7
5,1,20,13,170,18,831,4747,1814,8
59,3,64,15,111,17,1435,5548,1631,18
57,0,57,38,192,38,1398,5792,1420,21
11,12,85,20,174,32,841,4651,1218,11
34,16,23,8,161,22,523,4435,1021,18
3,18,50,21,127,22,1018,3385,1559,2
35,24,38,34,196,56,530,4088,1914,11
15,6,33,29,159,46,1328,4232,1583,23
36,21,79,37,121,57,1231,4741,2313,6
53,23,59,20,138,36,1090,5563,1275,4
7,19,33,9,110,57,1219,3054,1440,20
9,12,35,6,114,38,1186,3517,1240,2
13,10,47,15,195,50,1098,5789,1441,5
54,20,67,10,120,52,1106,3500,2106,23
15,3,32,23,110,23,566,5771,2188,21
31,1,33,23,179,38,620,3670,1077,11
47,4,60,16,190,57,1224,5428,1154,15
54,9,11,17,163,18,583,4901,1620,24
46,11,58,43,199,53,700,5152,2001,11
6,3,66,26,127,59,786,4010,1598,8
40,18,28,13,112,41,626,3137,2118,12
19,2,49,9,166,28,1017,4275,1201,6
18,16,47,32,132,41,1392,5499,1670,3
10,9,90,20,193,59,1066,5587,2386,14
35,4,92,38,199,15,893,4248,2129,12
56,4,38,43,174,47,871,5726,1803,16
44,14,14,24,182,50,764,4502,1854,11
48,23,55,41,115,46,918,5312,1965,2
7,3,14,11,128,11,1414,4191,2382,12
25,5,31,45,140,13,985,4774,2282,18
47,22,63,49,176,50,662,5780,1325,17
16,18,33,47,115,16,813,3282,2147,13
0,0,92,15,196,19,1385,5214,1931,2
17,21,14,24,164,11,1029,4724,1607,17
32,1,97,45,144,25,1463,3774,1111,20
33,9,19,31,172,29,977,4707,1868,23
8,14,91,18,169,55,1005,4786,2343,19
10,14,10,6,176,26,847,5856,2112,2
58,8,11,3,174,36,1378,3577,1480,24
31,21,54,38,154,33,929,4548,1829,11
27,8,91,17,175,46,525,3624,1435,22
33,11,67,6,126,40,803,5442,2321,16
1,17,91,31,174,34,553,4030,1582,13
41,9,58,10,112,16,1042,3791,1203,18
12,2,69,39,171,36,1083,4064,1844,24
12,0,54,44,114,23,1499,5363,1263,14
6,12,14,39,163,24,1490,5161,1455,6
16,6,71,49,158,25,623,4974,2483,10
5,1,62,8,106,18,1495,3211,2072,13
2,23,75,6,189,43,1460,3832,2076,19
47,0,85,30,161,53,623,5795,1951,2
55,24,70,10,176,13,1240,4363,1966,11
24,9,45,19,183,18,1421,4091,1007,3
7,18,37,33,169,23,656,5501,1550,6
44,10,96,47,140,44,1055,5909,1540,14
35,4,10,4,138,51,1274,4930,2209,12
14,14,71,21,162,31,575,5732,2302,12
14,12,39,3,184,51,963,3962,2149,17
2,12,23,16,153,35,789,5069,1305,5
22,19,23,6,124,29,942,3002,2202,6
6,23,10,21,179,29,911,5913,2378,4
53,21,71,29,137,37,930,5399,2446,9
42,13,70,18,167,56,967,4022,1320,19
59,13,29,12,174,35,1270,4242,2337,19
53,4,35,21,163,39,945,5993,1675,3
51,21,89,44,133,10,1452,3928,1728,11
57,20,73,13,158,34,948,5269,2000,21
36,20,85,13,109,55,750,5339,1675,6
43,7,62,49,178,28,644,5055,1160,8
44,11,28,36,129,55,1218,5864,2463,6
30,24,69,6,136,43,1239,3200,1837,20
1,17,52,18,106,30,665,4552,1334,19
15,22,61,7,124,20,549,4309,1987,22
59,15,12,37,183,30,1037,5952,2154,1
49,1,98,26,120,41,599,3120,1375,24
19,1,51,8,123,21,1318,3008,1255,23
33,23,26,14,167,55,1056,4446,1042,22
19,11,31,20,140,28,1402,5319,2497,24
26,15,89,11,184,17,855,4241,1098,11
42,16,45,29,194,49,647,4369,1921,22
23,8,34,12,100,36,1025,3411,1035,7
41,23,26,16,157,38,907,5661,1131,24
30,5,37,4,132,38,1221,5472,2305,10
56,10,71,36,140,34,967,3293,2025,16
44,21,37,29,130,19,1141,5793,1623,17
4,18,29,27,150,16,1364,4934,2149,7
8,4,78,30,175,51,1183,3583,2429,23
44,3,55,17,179,28,813,4801,1422,20
51,8,57,33,153,33,695,4778,1460,22
46,20,18,45,146,29,750,5561,2399,14
34,5,19,44,124,19,1220,5065,2102,20
57,14,43,38,126,41,1126,3454,1107,17
7,10,84,10,184,39,716,3384,2428,20
3,1,76,11,145,22,1314,4932,1007,21
45,0,30,15,126,58,947,4782,1173,22
30,15,98,6,105,19,1264,4983,1314,15
28,15,53,14,111,30,615,4413,1683,22
6,23,98,32,130,26,1487,4692,1883,22
6,2,32,37,190,24,1431,5221,1756,22
9,20,34,18,134,20,576,5748,2204,5
20,9,58,7,125,58,763,4337,1019,7
1,8,50,8,187,47,1425,4102,1906,12
41,19,85,5,198,55,768,3931,2228,1
56,14,70,30,135,55,510,5187,1513,8
7,15,36,7,138,53,692,3060,1942,6
57,2,67,41,126,36,1313,3478,1303,20
48,11,52,9,185,39,1189,3481,1027,10
33,1,97,23,188,56,513,4130,1864,7
52,8,35,30,174,14,817,3276,1699,4
45,14,81,14,100,32,784,5479,1148,6
50,20,98,20,140,30,1258,3008,2429,2
9,21,52,25,143,50,1183,5621,1867,1
35,1,79,33,117,54,864,3850,1412,19
51,3,37,15,175,20,1057,5755,1263,16
53,11,78,39,168,16,957,3181,1871,8
17,23,21,12,138,35,1422,5650,2462,4
13,11,60,13,135,43,1431,4455,1806,24
51,12,56,17,196,17,662,4225,1694,10
31,10,18,19,190,30,689,3172,2279,17
57,21,97,44,194,27,570,3915,1873,5
31,9,63,32,128,25,1337,3391,1430,1
41,14,41,44,151,55,853,5997,2296,18
31,20,94,39,108,47,524,4953,2213,5
9,0,13,1,100,20,758,5530,2396,1
5,14,81,22,153,19,698,4310,2113,6
40,14,11,34,127,43,1082,5695,1330,24
48,21,94,30,131,12,1209,4990,2020,18
4,2,52,3,191,15,953,3294,1612,24
24,21,13,46,139,50,889,3291,1307,10
9,14,78,40,110,56,1120,3719,1889,19
36,10,33,1,146,23,756,5181,1073,5
7,17,64,35,181,11,1449,5933,1015,22
39,11,22,0,185,49,828,3460,2305,20
39,13,54,1,175,11,712,4685,2289,9
32,7,11,37,103,11,640,3601,1544,22
16,12,32,7,121,35,765,4441,2401,10
37,17,40,6,105,51,1234,3126,1734,21
25,16,54,15,166,47,856,3078,2474,21
27,21,99,4,107,35,919,4382,1519,21
31,18,48,36,179,23,1205,3417,1745,1
56,12,76,7,172,41,802,3128,1063,14
0,17,93,10,165,45,1068,3874,1858,13
53,11,98,39,175,25,816,5822,1158,9
16,24,26,0,168,59,553,5044,1165,7
32,19,54,45,165,17,1451,4836,2283,11
14,1,58,14,196,38,1251,3651,1878,16
45,23,25,49,175,13,555,4528,2477,3
8,8,46,34,168,51,639,5080,1455,10
7,19,77,44,121,27,1078,4023,2235,1
39,17,86,10,114,59,1021,5452,1438,4
24,5,20,23,168,13,505,3189,1681,12
25,3,69,44,116,46,761,4035,1031,2
44,12,80,15,153,37,1477,4562,2002,2
17,7,88,44,181,58,599,3412,2259,1
14,16,43,45,120,14,928,4304,1882,3
5,16,55,22,163,58,1204,4387,2028,17
7,6,76,27,188,17,1362,4635,1601,24
27,18,93,47,114,20,631,5930,1086,18
40,17,89,49,140,10,876,5934,2394,15
16,18,83,29,126,10,1322,4511,2134,9
12,21,78,36,115,58,653,4926,1607,23
47,16,32,14,175,28,540,4881,1496,15
51,2,57,20,185,34,1032,4312,2168,13
28,6,96,42,168,39,944,3689,2156,14
0,11,76,41,176,49,1444,4987,2239,9
47,13,45,24,135,25,1280,3148,2016,2
37,14,60,10,120,58,543,5901,1326,22
54,12,16,9,104,15,1060,3348,1147,6
40,1,78,35,125,44,1344,5740,1258,19
33,2,72,27,109,58,594,3481,1553,10
34,14,84,47,128,34,1153,4199,1604,8
53,9,67,45,104,25,1048,5427,2350,4
37,8,89,42,131,27,1090,3812,1472,21
30,20,29,49,177,23,1127,3459,2075,24
13,24,91,43,107,49,1158,3401,2394,5
3,22,11,16,140,42,906,3496,1026,15
57,11,21,35,116,25,617,3159,1440,7
17,15,94,19,120,25,1027,3060,2316,18
36,18,70,31,114,32,1007,3730,1479,10
46,18,89,37,114,46,1230,5028,2176,22
17,13,57,0,146,54,1007,4177,1921,3
4,4,27,45,135,41,867,5110,2184,18
51,4,90,23,115,41,578,5004,2375,24
9,22,58,2,136,45,931,3969,2480,24
22,10,82,23,112,30,980,3266,2428,7
5,12,60,9,116,23,1017,4622,1892,12
24,9,76,13,175,59,1430,4801,2124,7
29,1,60,43,161,44,909,3481,1703,18
24,23,96,26,176,45,860,3533,1645,9
3,18,75,7,107,19,813,5803,1250,2
15,6,57,7,186,32,586,4262,1228,11
0,23,40,10,108,28,1185,3518,1151,17
17,1,72,17,167,18,1182,5101,2356,14
32,16,11,46,172,53,1139,4226,1879,20
2,11,98,48,117,31,631,5385,1280,23
15,15,48,5,193,43,1211,3607,1170,16
17,12,77,46,152,46,1358,4216,2375,14
1,5,58,21,131,38,1281,4450,2044,7
59,8,73,3,147,55,1182,5382,1262,13
28,22,73,23,177,49,1352,5991,1020,3
36,19,45,18,113,47,1084,4119,1372,1
45,1,45,13,158,22,1156,3089,1107,23
11,3,87,33,187,38,1018,3417,2309,18
55,5,87,11,199,14,776,5013,1876,10
0,11,60,14,109,31,1400,5372,1346,12
38,20,17,28,148,15,1290,3110,1053,24
25,21,22,2,134,35,1430,5824,1144,3
49,1,68,39,138,56,1219,3383,2029,8
25,11,64,8,109,31,583,4096,1385,17
4,5,22,32,191,44,1130,5864,1844,10
45,17,55,16,194,47,571,4612,2253,5
31,20,89,44,142,57,1386,3733,2289,13
