Crime Type,Hour of the day,Longitude,Latitude,Neighborhood
Arson,13,-93.25770674,44.96173546,VENTURA VILLAGE
Arson,14,-93.25767308,44.95890964,VENTURA VILLAGE
Arson,16,-93.25875269,44.95500651,MIDTOWN PHILLIPS
Arson,13,-93.25768731,44.96010487,MIDTOWN PHILLIPS
Arson,14,-93.25764602,44.95663835,MIDTOWN PHILLIPS
Arson,13,-93.25768073,44.95955173,MIDTOWN PHILLIPS
Arson,16,-93.25323357,44.94133413,MIDTOWN PHILLIPS
Arson,15,-93.25758694,44.95167914,MIDTOWN PHILLIPS
Arson,13,-93.25770769,44.96181528,MIDTOWN PHILLIPS
Arson,16,-93.25398605,44.94285403,MIDTOWN PHILLIPS
Arson,14,-93.25762592,44.95495085,MIDTOWN PHILLIPS
Arson,15,-93.25760109,44.95286707,VENTURA VILLAGE
Arson,13,-93.25769874,44.96106422,VENTURA VILLAGE
Arson,13,-93.25770393,44.96149954,VENTURA VILLAGE
Arson,17,-93.2593711,44.95757348,MIDTOWN PHILLIPS
Arson,17,-93.2592151,44.95692592,VENTURA VILLAGE
Arson,15,-93.25775841,44.95087938,VENTURA VILLAGE
Arson,16,-93.25878114,44.95512463,VENTURA VILLAGE
Arson,13,-93.25770172,44.96131408,VENTURA VILLAGE
Arson,15,-93.25758607,44.95160604,VENTURA VILLAGE
Arson,15,-93.25759908,44.95269795,MIDTOWN PHILLIPS
Arson,15,-93.25786181,44.95130856,VENTURA VILLAGE
Arson,16,-93.25388355,44.942647,POWDERHORN PARK
Arson,15,-93.25757167,44.9503967,VENTURA VILLAGE
Arson,18,-93.25973915,44.9591012,VENTURA VILLAGE
Arson,14,-93.25765737,44.95759087,MIDTOWN PHILLIPS
Arson,15,-93.25616787,44.94726095,MIDTOWN PHILLIPS
Arson,15,-93.25542151,44.94575343,MIDTOWN PHILLIPS
Arson,16,-93.25808413,44.95223141,MIDTOWN PHILLIPS
Arson,14,-93.2576056,44.95324562,MIDTOWN PHILLIPS
Arson,13,-93.25768037,44.95952184,VENTURA VILLAGE
Arson,15,-93.25759876,44.95267101,MIDTOWN PHILLIPS
Arson,15,-93.25759537,44.95238696,MIDTOWN PHILLIPS
Arson,14,-93.25760815,44.95345909,VENTURA VILLAGE
Arson,14,-93.25762029,44.95447858,VENTURA VILLAGE
Arson,16,-93.25341817,44.94170699,MIDTOWN PHILLIPS
Arson,15,-93.25759995,44.95277092,VENTURA VILLAGE
Arson,14,-93.25762748,44.95508214,VENTURA VILLAGE
Arson,13,-93.25768509,44.95991845,MIDTOWN PHILLIPS
Arson,14,-93.25765168,44.95711321,MIDTOWN PHILLIPS
Arson,14,-93.25767295,44.95889916,MIDTOWN PHILLIPS
Arson,14,-93.2576361,44.95580531,VENTURA VILLAGE
Arson,14,-93.25767415,44.95899977,MIDTOWN PHILLIPS
Arson,18,-93.25979367,44.95932753,MIDTOWN PHILLIPS
Arson,14,-93.25763882,44.95603407,MIDTOWN PHILLIPS
Arson,17,-93.2593907,44.95765482,MIDTOWN PHILLIPS
Arson,15,-93.25759515,44.95236795,VENTURA VILLAGE
Arson,15,-93.25581573,44.94654968,MIDTOWN PHILLIPS
Arson,16,-93.25853463,44.95410137,VENTURA VILLAGE
Arson,14,-93.2576601,44.95782073,MIDTOWN PHILLIPS
Arson,17,-93.2593139,44.95733604,VENTURA VILLAGE
Arson,14,-93.25767658,44.95920342,VENTURA VILLAGE
Arson,15,-93.25758225,44.95128484,MIDTOWN PHILLIPS
Arson,17,-93.25899092,44.95599539,VENTURA VILLAGE
Arson,14,-93.25767559,44.95912104,MIDTOWN PHILLIPS
Arson,14,-93.25767253,44.9588638,MIDTOWN PHILLIPS
Arson,14,-93.25762771,44.95510093,VENTURA VILLAGE
Arson,16,-93.25474555,44.94438808,MIDTOWN PHILLIPS
Arson,14,-93.25764987,44.95696195,MIDTOWN PHILLIPS
Arson,15,-93.25728474,44.94951686,MIDTOWN PHILLIPS
Arson,15,-93.25644592,44.94782257,MIDTOWN PHILLIPS
Arson,15,-93.25605332,44.94702959,MIDTOWN PHILLIPS
Arson,17,-93.25921609,44.95693004,VENTURA VILLAGE
Arson,16,-93.25442042,44.94373138,POWDERHORN PARK
Arson,14,-93.25763504,44.95571641,MIDTOWN PHILLIPS
Arson,14,-93.25763189,44.9554521,MIDTOWN PHILLIPS
Arson,15,-93.25549285,44.94589752,POWDERHORN PARK
Arson,13,-93.25768352,44.95978603,VENTURA VILLAGE
Arson,15,-93.2559548,44.94683059,POWDERHORN PARK
Arson,3,-93.30302001,44.98838006,WILLARD - HAY
Arson,4,-93.30458862,44.99737947,NEAR - NORTH
Arson,3,-93.30626779,44.9949962,WILLARD - HAY
Arson,3,-93.30427027,44.98745568,WILLARD - HAY
Arson,3,-93.30350713,44.99130139,NEAR - NORTH
Arson,3,-93.30367752,44.98777097,WILLARD - HAY
Arson,4,-93.30568852,45.00356103,NEAR - NORTH
Arson,3,-93.30437893,44.9925515,WILLARD - HAY
Arson,3,-93.30461703,44.99328239,WILLARD - HAY
Arson,4,-93.30840846,44.98525458,WILLARD - HAY
Arson,4,-93.30446814,44.99670236,NEAR - NORTH
Arson,3,-93.3049583,44.99229928,NEAR - NORTH
Arson,3,-93.30653515,44.99554684,NEAR - NORTH
Arson,4,-93.30470436,44.99802991,JORDAN
Arson,3,-93.30311781,44.98911338,JORDAN
Arson,3,-93.30308383,44.98808675,WILLARD - HAY
Arson,3,-93.30446833,44.99282593,NEAR - NORTH
Arson,3,-93.30343483,44.9896534,WILLARD - HAY
Arson,4,-93.30519802,45.00080434,NEAR - NORTH
Arson,3,-93.30442396,44.99119878,WILLARD - HAY
Arson,4,-93.3051069,45.00029226,NEAR - NORTH
Arson,4,-93.30754651,44.98571304,NEAR - NORTH
Arson,3,-93.3044981,44.99291733,NEAR - NORTH
Arson,3,-93.30390596,44.99109964,WILLARD - HAY
Arson,3,-93.30596082,44.99436399,WILLARD - HAY
Arson,4,-93.30565628,45.00337984,JORDAN
Arson,3,-93.30414353,44.99062124,NEAR - NORTH
Arson,3,-93.30474383,44.9872038,WILLARD - HAY
Arson,3,-93.30393787,44.99372218,NEAR - NORTH
Arson,3,-93.30474012,44.99184993,NEAR - NORTH
Arson,4,-93.30467683,44.99787518,NEAR - NORTH
Arson,4,-93.30503328,44.99987848,JORDAN
Arson,3,-93.30586503,44.99416671,WILLARD - HAY
Arson,3,-93.30326843,44.98881894,NEAR - NORTH
Arson,3,-93.30409586,44.99168255,NEAR - NORTH
Arson,3,-93.3042933,44.99228865,WILLARD - HAY
Arson,3,-93.30330589,44.98925761,WILLARD - HAY
Arson,4,-93.3048859,44.99905021,NEAR - NORTH
Arson,3,-93.30393921,44.98763177,WILLARD - HAY
Arson,3,-93.30500926,44.99448641,NEAR - NORTH
Arson,4,-93.30472027,44.99811935,NEAR - NORTH
Arson,3,-93.30412726,44.99058771,WILLARD - HAY
Arson,3,-93.30406285,44.99158123,WILLARD - HAY
Arson,4,-93.30493522,44.9993274,NEAR - NORTH
Arson,3,-93.30297638,44.9882461,WILLARD - HAY
Arson,3,-93.30522907,44.99516116,WILLARD - HAY
Arson,3,-93.30521948,44.99513172,WILLARD - HAY
Arson,3,-93.30497731,44.99438835,WILLARD - HAY
Arson,3,-93.30467534,44.99171651,WILLARD - HAY
Arson,3,-93.30493041,44.99424437,WILLARD - HAY
Arson,3,-93.30509155,44.994739,NEAR - NORTH
Arson,4,-93.30713787,44.9859304,NEAR - NORTH
Arson,3,-93.30402437,44.9914631,NEAR - NORTH
Arson,3,-93.30521753,44.98695183,NEAR - NORTH
Arson,3,-93.30404177,44.99151653,WILLARD - HAY
Arson,3,-93.30339364,44.98952699,WILLARD - HAY
Arson,3,-93.30371394,44.99051018,WILLARD - HAY
Arson,4,-93.30503949,44.99991339,NEAR - NORTH
Arson,3,-93.30410964,44.99468755,NEAR - NORTH
Arson,3,-93.30381606,44.99082368,WILLARD - HAY
Arson,3,-93.30456031,44.99310828,WILLARD - HAY
Arson,3,-93.30338291,44.98905471,WILLARD - HAY
Arson,3,-93.30295913,44.98822157,NEAR - NORTH
Arson,3,-93.3062726,44.99500611,NEAR - NORTH
Arson,3,-93.30417562,44.99505835,NEAR - NORTH
Arson,3,-93.30377461,44.99069644,NEAR - NORTH
Arson,3,-93.30499585,44.99444525,WILLARD - HAY
Arson,4,-93.30530102,45.00138322,JORDAN
Arson,3,-93.30639431,44.99525677,WILLARD - HAY
Arson,3,-93.30337463,44.98946861,WILLARD - HAY
Arson,4,-93.30656701,44.98623404,NEAR - NORTH
Arson,4,-93.30806659,44.98543641,WILLARD - HAY
Arson,3,-93.30426638,44.99087424,WILLARD - HAY
Arson,3,-93.3038995,44.9876529,WILLARD - HAY
Arson,3,-93.30409957,44.99463094,JORDAN
Arson,3,-93.3030146,44.98836345,NEAR - NORTH
Arson,3,-93.30418358,44.99195184,WILLARD - HAY
Arson,3,-93.30296843,44.9882217,NEAR - NORTH
Arson,3,-93.30455221,44.98730572,WILLARD - HAY
Arson,3,-93.3056642,44.99375309,WILLARD - HAY
Arson,3,-93.30351033,44.99131935,NEAR - NORTH
Arson,3,-93.30432556,44.99238767,NEAR - NORTH
Arson,3,-93.30319268,44.98802885,WILLARD - HAY
Arson,3,-93.30421853,44.99077569,NEAR - NORTH
Arson,4,-93.30567313,45.00347452,JORDAN
Arson,3,-93.30502634,44.99453884,NEAR - NORTH
Arson,4,-93.30724523,44.9858733,WILLARD - HAY
Arson,3,-93.30413099,44.99480752,JORDAN
Arson,4,-93.30571594,45.0037151,NEAR - NORTH
Arson,3,-93.30384956,44.99001578,NEAR - NORTH
Arson,3,-93.30467083,44.99170722,NEAR - NORTH
Arson,3,-93.30348635,44.98981156,WILLARD - HAY
Arson,3,-93.30454979,44.99145794,WILLARD - HAY
Arson,3,-93.30414805,44.99063053,WILLARD - HAY
Arson,3,-93.3052653,44.99527237,NEAR - NORTH
Arson,3,-93.30581394,44.9866346,NEAR - NORTH
Arson,4,-93.30457791,44.9973193,NEAR - NORTH
Arson,3,-93.30335088,44.9904232,NEAR - NORTH
Arson,4,-93.30560261,45.00307821,NEAR - NORTH
Arson,4,-93.3080417,44.98544965,WILLARD - HAY
Arson,22,-93.32231845,44.91495483,FULTON
Arson,21,-93.31094686,44.91335001,LYNNHURST
Arson,21,-93.30106654,44.91195566,LYNNHURST
Arson,21,-93.30569901,44.91260941,FULTON
Arson,22,-93.32127346,44.91480735,FULTON
Arson,22,-93.32313265,44.91506973,FULTON
Arson,23,-93.30388688,44.94097542,ECCO
Arson,21,-93.30011505,44.91434071,LYNNHURST
Arson,21,-93.30167994,44.91204222,FULTON
Arson,22,-93.31525694,44.91395827,LYNNHURST
Arson,21,-93.31108639,44.91336971,FULTON
Arson,21,-93.30279081,44.91219899,FULTON
Arson,21,-93.30125928,44.91198286,LYNNHURST
Arson,21,-93.30702993,44.91279724,LYNNHURST
Arson,21,-93.29999881,44.91351993,ECCO
Arson,21,-93.30368361,44.91232499,FULTON
Arson,22,-93.31953457,44.91456195,LYNNHURST
Arson,22,-93.32208174,44.91492142,FULTON
Arson,22,-93.32017904,44.9146529,FULTON
Arson,21,-93.30053348,44.91729548,LYNNHURST
Arson,22,-93.3191442,44.91450686,FULTON
Arson,21,-93.30063924,44.91189535,FULTON
Arson,22,-93.31323713,44.91367323,FULTON
Arson,21,-93.31164748,44.91344889,FULTON
Arson,22,-93.31737806,44.91425762,FULTON
Arson,21,-93.3033797,44.9122821,FULTON
Arson,21,-93.29985902,44.91253281,ECCO
Arson,22,-93.31592941,44.91405318,FULTON
Arson,22,-93.31715329,44.9142259,LYNNHURST
Arson,21,-93.30525215,44.91254635,FULTON
Arson,21,-93.30980662,44.9131891,FULTON
Arson,22,-93.32223209,44.91494264,FULTON
Arson,21,-93.30770407,44.91289238,FULTON
Arson,22,-93.31975053,44.91459243,FULTON
Arson,22,-93.30155945,44.92454034,ECCO
Arson,22,-93.32312724,44.91506897,LYNNHURST
Arson,22,-93.31928714,44.91452703,FULTON
Arson,23,-93.30402777,44.94197025,LYNNHURST
Arson,22,-93.32386396,44.91517294,LYNNHURST
Arson,21,-93.30123394,44.91197928,LYNNHURST
Arson,23,-93.30325605,44.93652079,LYNNHURST
Arson,21,-93.3013413,44.91199443,FULTON
Arson,21,-93.30130998,44.91199001,LYNNHURST
Arson,21,-93.30864687,44.91302543,LYNNHURST
Arson,22,-93.31822568,44.91437724,FULTON
Arson,22,-93.30255225,44.93155093,ECCO
Arson,22,-93.31869914,44.91444405,LYNNHURST
Arson,22,-93.32166033,44.91486195,FULTON
Arson,22,-93.32074864,44.91473329,LYNNHURST
Arson,22,-93.31189716,44.91348413,FULTON
Arson,21,-93.30543967,44.91257281,FULTON
Arson,21,-93.30167724,44.91204184,FULTON
Arson,22,-93.3160388,44.91406861,LYNNHURST
Arson,22,-93.31702335,44.91420756,FULTON
Arson,22,-93.31635357,44.91411303,FULTON
Arson,22,-93.32128142,44.91480848,FULTON
Arson,21,-93.30155386,44.91202443,LYNNHURST
Arson,21,-93.30549064,44.91258001,FULTON
Arson,22,-93.31807082,44.91435538,FULTON
Arson,21,-93.30482136,44.91248555,FULTON
Arson,22,-93.31636639,44.91411484,LYNNHURST
Arson,21,-93.30564849,44.91260228,FULTON
Arson,21,-93.30130797,44.91198973,LYNNHURST
Arson,22,-93.30162853,44.92502809,LYNNHURST
Arson,21,-93.30118608,44.91197253,FULTON
Arson,22,-93.31844245,44.91440783,FULTON
Arson,21,-93.30392522,44.91235909,LYNNHURST
Arson,21,-93.30790816,44.91292118,FULTON
Arson,22,-93.32111638,44.91478519,LYNNHURST
Arson,22,-93.31254877,44.91357608,FULTON
Arson,22,-93.31656894,44.91414343,LYNNHURST
Arson,21,-93.31160256,44.91344255,LYNNHURST
Arson,22,-93.30321973,44.93626434,ECCO
Arson,21,-93.30314509,44.91224899,FULTON
Arson,21,-93.31016312,44.91323941,LYNNHURST
Arson,23,-93.30436821,44.94437429,ECCO
Arson,22,-93.30248709,44.93109083,LYNNHURST
Arson,22,-93.31540535,44.91397922,FULTON
Arson,21,-93.3115321,44.91343261,LYNNHURST
Arson,21,-93.3006413,44.91189564,FULTON
Arson,22,-93.31408876,44.91379341,LYNNHURST
Arson,21,-93.29985807,44.91252608,ECCO
Arson,21,-93.30310826,44.91224379,LYNNHURST
Arson,22,-93.32108515,44.91478078,FULTON
Arson,21,-93.30690953,44.91278025,LYNNHURST
Arson,21,-93.30775973,44.91290023,LYNNHURST
Arson,21,-93.30222026,44.91211847,FULTON
Arson,21,-93.31159661,44.91344171,LYNNHURST
Arson,22,-93.31565604,44.9140146,FULTON
Arson,22,-93.31335341,44.91368964,LYNNHURST
Arson,21,-93.30707881,44.91280414,FULTON
Arson,22,-93.3011766,44.92183686,ECCO
Arson,22,-93.31902346,44.91448982,FULTON
Arson,22,-93.31370451,44.91373919,FULTON
Arson,21,-93.30834747,44.91298318,FULTON
Arson,22,-93.31993644,44.91461867,LYNNHURST
Arson,21,-93.30042989,44.91656394,LYNNHURST
Arson,21,-93.30091592,44.91999602,ECCO
Arson,22,-93.31660357,44.91414832,FULTON
Arson,21,-93.30703712,44.91279825,FULTON
Arson,2,-93.23114693,44.97407172,COMO
Arson,1,-93.22932039,44.95401774,COMO
Arson,1,-93.23009629,44.96253649,LONGFELLOW
Arson,2,-93.23234115,44.98718334,COMO
Arson,1,-93.22899738,44.95047126,COMO
Arson,2,-93.2311227,44.97380566,LONGFELLOW
Arson,2,-93.23194884,44.982876,COMO
Arson,1,-93.22983697,44.95968935,LONGFELLOW
Arson,2,-93.23228756,44.98659492,COMO
Arson,2,-93.2322981,44.9867107,COMO
Arson,1,-93.22970339,44.95822279,COMO
Arson,1,-93.24258136,45.01513185,COMO
Arson,2,-93.23101916,44.9726689,LONGFELLOW
Arson,2,-93.23126565,44.97537513,LONGFELLOW
Arson,1,-93.24462141,45.01998555,COMO
Arson,1,-93.23037038,44.96554575,COMO
Arson,1,-93.2403167,45.00974373,COMO
Arson,1,-93.22948146,44.95578613,LONGFELLOW
Arson,2,-93.23448146,44.99586047,COMO
Arson,2,-93.23230352,44.98677021,LONGFELLOW
Arson,2,-93.23158648,44.97889767,LONGFELLOW
Arson,2,-93.23149549,44.97789857,COMO
Arson,1,-93.22985488,44.95988601,COMO
Arson,1,-93.23067403,44.96887965,COMO
Arson,1,-93.22983983,44.95972071,LONGFELLOW
Arson,2,-93.23201262,44.98357631,LONGFELLOW
Arson,2,-93.23134169,44.97620997,LONGFELLOW
Arson,1,-93.22987612,44.96011915,COMO
Arson,1,-93.22892853,44.94971539,LONGFELLOW
Arson,1,-93.23054513,44.96746438,COMO
Arson,1,-93.2292986,44.95377849,COMO
Arson,1,-93.23062866,44.96838147,COMO
Arson,2,-93.23602601,44.99953528,COMO
Arson,2,-93.23317949,44.99276281,AUDUBON PARK
Arson,2,-93.23262763,44.99032861,LONGFELLOW
Arson,2,-93.23115739,44.97418649,COMO
Arson,1,-93.22955943,44.95664219,COMO
Arson,1,-93.22930809,44.95388268,LONGFELLOW
Arson,2,-93.23174398,44.9806268,COMO
Arson,2,-93.23171965,44.98035973,COMO
Arson,2,-93.23188982,44.98222803,LONGFELLOW
Arson,1,-93.22909379,44.95152987,LONGFELLOW
Arson,1,-93.2297596,44.95883987,COMO
Arson,1,-93.22887055,44.94907885,COMO
Arson,1,-93.23003979,44.96191616,LONGFELLOW
Arson,2,-93.23150256,44.97797619,COMO
Arson,1,-93.23048867,44.96684448,COMO
Arson,1,-93.23023845,44.96409733,COMO
Arson,1,-93.22953583,44.95638303,COMO
Arson,2,-93.23109553,44.97350734,COMO
Arson,1,-93.22922546,44.95297541,LONGFELLOW
Arson,2,-93.23445432,44.9957959,AUDUBON PARK
Arson,1,-93.22954284,44.95646006,COMO
Arson,2,-93.23153413,44.97832282,LONGFELLOW
Arson,2,-93.23097561,44.97219072,COMO
Arson,2,-93.2321947,44.98557537,LONGFELLOW
Arson,2,-93.23252189,44.98916768,COMO
Arson,1,-93.22930708,44.95387153,COMO
Arson,1,-93.24112029,45.01165565,COMO
Arson,2,-93.23171461,44.9803044,COMO
Arson,2,-93.23778281,45.00371507,COMO
Arson,1,-93.24187496,45.01345116,COMO
Arson,1,-93.23035806,44.96541057,LONGFELLOW
Arson,1,-93.23028811,44.96464248,LONGFELLOW
Arson,2,-93.23246639,44.9885583,LONGFELLOW
Arson,2,-93.23237306,44.98753366,COMO
Arson,1,-93.23008001,44.96235779,LONGFELLOW
Arson,2,-93.23253294,44.98928899,LONGFELLOW
Arson,1,-93.2411851,45.01180984,AUDUBON PARK
Arson,2,-93.23088853,44.97123469,COMO
Arson,2,-93.23217835,44.98539586,COMO
Arson,1,-93.22915937,44.95224986,LONGFELLOW
Arson,2,-93.23169797,44.98012173,LONGFELLOW
Arson,1,-93.23024274,44.96414435,COMO
Arson,1,-93.23047113,44.96665194,COMO
Arson,1,-93.24242341,45.01475605,COMO
Arson,2,-93.23181714,44.98143004,COMO
Arson,2,-93.23242893,44.98814708,LONGFELLOW
Arson,2,-93.23140265,44.97687927,COMO
Arson,1,-93.22939727,44.95486176,COMO
Arson,1,-93.23079083,44.97016199,COMO
Arson,2,-93.232713,44.99126592,COMO
Arson,2,-93.23632488,45.00024636,AUDUBON PARK
Arson,2,-93.2386992,45.00589537,COMO
Arson,1,-93.23029711,44.96474132,COMO
Arson,1,-93.24471637,45.02021148,COMO
Arson,2,-93.23081937,44.97047538,COMO
Arson,2,-93.23163288,44.97940704,COMO
Arson,2,-93.23098429,44.97228604,COMO
Arson,1,-93.24384409,45.01813615,COMO
Arson,1,-93.22967485,44.95790944,LONGFELLOW
Arson,1,-93.22932432,44.95406084,LONGFELLOW
Arson,1,-93.23060501,44.96812182,COMO
Arson,1,-93.22982121,44.95951632,COMO
Arson,1,-93.22986428,44.95998918,COMO
Arson,2,-93.23157048,44.9787219,COMO
Arson,1,-93.24470861,45.02019302,COMO
Arson,1,-93.22926079,44.95336337,COMO
Arson,1,-93.24379631,45.01802247,AUDUBON PARK
Arson,2,-93.23145513,44.97745547,LONGFELLOW
Arson,5,-93.2719557,44.94725678,POWDERHORN PARK
Arson,5,-93.2595603,44.95930982,POWDERHORN PARK
Arson,5,-93.27300138,44.94762307,POWDERHORN PARK
Arson,4,-93.26234495,44.94389027,POWDERHORN PARK
Arson,4,-93.26168209,44.94365808,WHITTIER
Arson,5,-93.27481528,44.94825845,POWDERHORN PARK
Arson,4,-93.26071674,44.94627493,VENTURA VILLAGE
Arson,5,-93.272093,44.94730488,WHITTIER
Arson,5,-93.27643509,44.94882585,WHITTIER
Arson,5,-93.27293075,44.94759833,POWDERHORN PARK
Arson,5,-93.2710656,44.94694499,WHITTIER
Arson,5,-93.27005189,44.94658991,POWDERHORN PARK
Arson,5,-93.27216937,44.94733163,POWDERHORN PARK
Arson,5,-93.27397386,44.94796372,WHITTIER
Arson,4,-93.2680402,44.94588524,WHITTIER
Arson,5,-93.27618365,44.94873777,WHITTIER
Arson,5,-93.27346166,44.9477843,POWDERHORN PARK
Arson,4,-93.26189194,44.94373159,WHITTIER
Arson,4,-93.26565966,44.94505137,POWDERHORN PARK
Arson,4,-93.26264294,44.94399466,WHITTIER
Arson,4,-93.26329821,44.94422419,WHITTIER
Arson,5,-93.2737838,44.94789714,WHITTIER
Arson,5,-93.27730854,44.94913181,POWDERHORN PARK
Arson,4,-93.2675477,44.94571272,WHITTIER
Arson,4,-93.26372983,44.94437538,POWDERHORN PARK
Arson,4,-93.26844559,44.94602724,POWDERHORN PARK
Arson,5,-93.27032329,44.94668497,POWDERHORN PARK
Arson,4,-93.26760436,44.94573257,WHITTIER
Arson,5,-93.25951707,44.95979713,VENTURA VILLAGE
Arson,4,-93.26249662,44.9439434,POWDERHORN PARK
Arson,5,-93.26981557,44.94650713,POWDERHORN PARK
Arson,4,-93.26560087,44.94503078,POWDERHORN PARK
Arson,4,-93.26028151,44.95118062,POWDERHORN PARK
Arson,4,-93.26784139,44.9458156,POWDERHORN PARK
Arson,5,-93.27719045,44.94909044,POWDERHORN PARK
Arson,5,-93.27396815,44.94796172,WHITTIER
Arson,5,-93.27518163,44.94838678,POWDERHORN PARK
Arson,4,-93.26376897,44.94438909,WHITTIER
Arson,4,-93.2663438,44.94529102,POWDERHORN PARK
Arson,5,-93.27691734,44.94899478,WHITTIER
Arson,4,-93.2689081,44.94618925,POWDERHORN PARK
Arson,4,-93.26396935,44.94445928,POWDERHORN PARK
Arson,4,-93.26135061,44.94354197,WHITTIER
Arson,4,-93.26926025,44.94631261,POWDERHORN PARK
Arson,4,-93.26044379,44.94935147,POWDERHORN PARK
Arson,4,-93.26052461,44.94844057,POWDERHORN PARK
Arson,4,-93.26862039,44.94608847,POWDERHORN PARK
Arson,4,-93.26164315,44.94364444,POWDERHORN PARK
Arson,5,-93.27070196,44.94681762,WHITTIER
Arson,4,-93.26935375,44.94634536,POWDERHORN PARK
Arson,5,-93.27468357,44.94821232,POWDERHORN PARK
Arson,4,-93.26557549,44.94502189,WHITTIER
Arson,5,-93.27066656,44.94680522,WHITTIER
Arson,4,-93.26199835,44.94376887,POWDERHORN PARK
Arson,4,-93.26088318,44.94439891,POWDERHORN PARK
Arson,5,-93.26000832,44.95425998,POWDERHORN PARK
Arson,4,-93.26745061,44.94567872,POWDERHORN PARK
Arson,5,-93.27008476,44.94660142,WHITTIER
Arson,5,-93.27459555,44.94818149,WHITTIER
Arson,5,-93.27594378,44.94865375,POWDERHORN PARK
Arson,5,-93.27317901,44.94768529,POWDERHORN PARK
Arson,5,-93.27508713,44.94835368,WHITTIER
Arson,4,-93.26711523,44.94556124,POWDERHORN PARK
Arson,4,-93.26184729,44.94371595,WHITTIER
Arson,5,-93.27000954,44.94657507,WHITTIER
Arson,5,-93.27650786,44.94885134,POWDERHORN PARK
Arson,5,-93.27548172,44.9484919,POWDERHORN PARK
Arson,4,-93.26329369,44.94422261,POWDERHORN PARK
Arson,4,-93.26044655,44.94932034,POWDERHORN PARK
Arson,5,-93.27080378,44.94685328,POWDERHORN PARK
Arson,5,-93.26973707,44.94647963,POWDERHORN PARK
Arson,4,-93.26439127,44.94460707,WHITTIER
Arson,5,-93.25964076,44.95840289,VENTURA VILLAGE
Arson,5,-93.27114349,44.94697228,WHITTIER
Arson,4,-93.2681874,44.9459368,POWDERHORN PARK
Arson,5,-93.27766314,44.94925602,WHITTIER
Arson,4,-93.26013926,44.95278406,POWDERHORN PARK
Arson,4,-93.26145413,44.94357824,WHITTIER
Arson,5,-93.27191631,44.94724299,POWDERHORN PARK
Arson,5,-93.27538611,44.94845841,POWDERHORN PARK
Arson,5,-93.27522482,44.94840191,POWDERHORN PARK
Arson,5,-93.26978231,44.94649548,WHITTIER
Arson,5,-93.27650976,44.94885201,WHITTIER
Arson,4,-93.26148569,44.94358929,WHITTIER
Arson,4,-93.26756712,44.94571953,WHITTIER
Arson,5,-93.27204533,44.94728818,POWDERHORN PARK
Arson,4,-93.26565519,44.94504981,POWDERHORN PARK
Arson,4,-93.26226143,44.94386102,POWDERHORN PARK
Arson,5,-93.27576971,44.94859278,WHITTIER
Arson,4,-93.26637986,44.94530365,WHITTIER
Arson,4,-93.26713758,44.94556907,POWDERHORN PARK
Arson,5,-93.27060528,44.94678375,POWDERHORN PARK
Arson,4,-93.26332601,44.94423393,WHITTIER
Arson,4,-93.26448186,44.9446388,WHITTIER
Arson,4,-93.26805993,44.94589215,POWDERHORN PARK
Arson,5,-93.26963943,44.94644543,WHITTIER
Arson,4,-93.2629408,44.94409899,POWDERHORN PARK
Arson,4,-93.26851051,44.94604998,POWDERHORN PARK
Arson,5,-93.27585622,44.94862308,POWDERHORN PARK
Arson,4,-93.26873838,44.9461298,POWDERHORN PARK
Arson,2,-93.23121234,44.97478983,COMO
Arson,1,-93.22894308,44.94987514,COMO
Arson,1,-93.22932043,44.95401818,LONGFELLOW
Arson,1,-93.22913846,44.95202027,LONGFELLOW
Arson,1,-93.22943829,44.95531219,LONGFELLOW
Arson,2,-93.23273969,44.99155902,LONGFELLOW
Arson,1,-93.22896974,44.95016785,COMO
Arson,1,-93.22971737,44.95837625,LONGFELLOW
Arson,2,-93.23215134,44.98509937,COMO
Arson,1,-93.23058316,44.96788191,LONGFELLOW
Arson,2,-93.23212443,44.98480387,COMO
Arson,2,-93.23524681,44.99768141,COMO
Arson,2,-93.23124183,44.97511364,LONGFELLOW
Arson,1,-93.2304624,44.96655612,LONGFELLOW
Arson,2,-93.23195072,44.98289669,LONGFELLOW
Arson,1,-93.23039952,44.9658657,COMO
Arson,2,-93.23144691,44.97736523,COMO
Arson,1,-93.22943438,44.9552692,LONGFELLOW
Arson,1,-93.22892746,44.94970364,COMO
Arson,1,-93.22921358,44.95284506,LONGFELLOW
Arson,1,-93.23016673,44.96330988,COMO
Arson,2,-93.23212316,44.98478998,LONGFELLOW
Arson,1,-93.22991565,44.96055316,COMO
Arson,2,-93.23160781,44.97913182,COMO
Arson,1,-93.22919775,44.95267121,COMO
Arson,1,-93.24038292,45.00990128,COMO
Arson,1,-93.2291895,44.95258063,LONGFELLOW
Arson,1,-93.2292146,44.95285619,LONGFELLOW
Arson,1,-93.23002869,44.96179428,LONGFELLOW
Arson,2,-93.23132845,44.97606467,COMO
Arson,2,-93.23195335,44.98292557,LONGFELLOW
Arson,2,-93.23267374,44.99083484,LONGFELLOW
Arson,1,-93.23065152,44.96863252,LONGFELLOW
Arson,1,-93.22892648,44.94969291,LONGFELLOW
Arson,1,-93.22980135,44.9592983,COMO
Arson,2,-93.23561044,44.99854655,COMO
Arson,2,-93.23197755,44.98319129,LONGFELLOW
Arson,1,-93.24076292,45.01080539,COMO
Arson,1,-93.23028881,44.96465024,COMO
