country,year,sex,age,population,suicides_no
Panama,2013,female,5-14 years,347709,1
Panama,2013,female,55-74 years,224667,2
Panama,2013,female,75+ years,61650,1
Panama,2013,male,15-24 years,331046,24
Panama,2013,male,25-34 years,300914,21
Panama,2013,male,35-54 years,474703,41
Panama,2013,male,5-14 years,361341,3
Panama,2013,male,55-74 years,211628,23
Panama,2013,male,75+ years,51811,5
Panama,2014,female,15-24 years,325004,5
Panama,2014,female,25-34 years,297642,4
Panama,2014,female,35-54 years,486698,8
Panama,2014,female,5-14 years,350245,1
Panama,2014,female,55-74 years,233859,1
Panama,2014,female,75+ years,64534,1
Panama,2014,male,15-24 years,334717,37
Panama,2014,male,25-34 years,303879,27
Panama,2014,male,35-54 years,485485,39
Panama,2014,male,5-14 years,364214,5
Panama,2014,male,55-74 years,220050,11
Panama,2014,male,75+ years,53886,8
Panama,2015,female,15-24 years,328479,8
Panama,2015,female,25-34 years,300748,4
Panama,2015,female,35-54 years,496986,4
Panama,2015,female,5-14 years,352852,0
Panama,2015,female,55-74 years,243511,3
Panama,2015,female,75+ years,67619,0
Panama,2015,male,15-24 years,338328,16
Panama,2015,male,25-34 years,306724,26
Panama,2015,male,35-54 years,495960,26
Panama,2015,male,5-14 years,367146,1
Panama,2015,male,55-74 years,228981,14
Panama,2015,male,75+ years,56048,8
Paraguay,1979,female,15-24 years,309195,10
Paraguay,1979,female,25-34 years,204456,5
Paraguay,1979,female,35-54 years,233898,2
Paraguay,1979,female,5-14 years,409191,0
Paraguay,1979,female,55-74 years,116401,1
Paraguay,1979,female,75+ years,21194,0
Paraguay,1979,male,15-24 years,319704,3
Paraguay,1979,male,25-34 years,212345,7
Paraguay,1979,male,35-54 years,234079,9
Paraguay,1979,male,5-14 years,423887,0
Paraguay,1979,male,55-74 years,105263,3
Paraguay,1979,male,75+ years,15265,1
Paraguay,1980,female,15-24 years,316835,13
Paraguay,1980,female,25-34 years,212882,2
Paraguay,1980,female,35-54 years,240237,5
Paraguay,1980,female,5-14 years,414602,0
Paraguay,1980,female,55-74 years,120333,5
Paraguay,1980,female,75+ years,21919,0
Paraguay,1980,male,15-24 years,327587,2
Paraguay,1980,male,25-34 years,222059,9
Paraguay,1980,male,35-54 years,242039,7
Paraguay,1980,male,5-14 years,429168,4
Paraguay,1980,male,55-74 years,109333,1
Paraguay,1980,male,75+ years,15738,4
Paraguay,1981,female,15-24 years,325783,7
Paraguay,1981,female,25-34 years,221833,4
Paraguay,1981,female,35-54 years,246138,1
Paraguay,1981,female,5-14 years,419849,1
Paraguay,1981,female,55-74 years,123647,0
Paraguay,1981,female,75+ years,22987,0
Paraguay,1981,male,15-24 years,337007,10
Paraguay,1981,male,25-34 years,231650,6
Paraguay,1981,male,35-54 years,249348,6
Paraguay,1981,male,5-14 years,434124,0
Paraguay,1981,male,55-74 years,112669,6
Paraguay,1981,male,75+ years,16585,2
Paraguay,1982,female,15-24 years,335467,6
Paraguay,1982,female,25-34 years,231057,1
Paraguay,1982,female,35-54 years,252727,6
Paraguay,1982,female,5-14 years,426595,1
Paraguay,1982,female,55-74 years,127516,0
Paraguay,1982,female,75+ years,24019,0
Paraguay,1982,male,15-24 years,347263,8
Paraguay,1982,male,25-34 years,241377,5
Paraguay,1982,male,35-54 years,257546,16
Paraguay,1982,male,5-14 years,440742,0
Paraguay,1982,male,55-74 years,116516,6
Paraguay,1982,male,75+ years,17370,1
Paraguay,1983,female,15-24 years,345339,8
Paraguay,1983,female,25-34 years,240396,4
Paraguay,1983,female,35-54 years,260175,6
Paraguay,1983,female,5-14 years,435107,0
Paraguay,1983,female,55-74 years,131703,0
Paraguay,1983,female,75+ years,25005,1
Paraguay,1983,male,15-24 years,357669,13
Paraguay,1983,male,25-34 years,251050,6
Paraguay,1983,male,35-54 years,266724,17
Paraguay,1983,male,5-14 years,449305,0
Paraguay,1983,male,55-74 years,120672,5
Paraguay,1983,male,75+ years,18098,0
Paraguay,1984,female,15-24 years,354571,5
Paraguay,1984,female,25-34 years,249605,2
Paraguay,1984,female,35-54 years,268735,4
Paraguay,1984,female,5-14 years,445471,3
Paraguay,1984,female,55-74 years,135838,1
Paraguay,1984,female,75+ years,25934,2
Paraguay,1984,male,15-24 years,367236,11
Paraguay,1984,male,25-34 years,260425,7
Paraguay,1984,male,35-54 years,277030,12
Paraguay,1984,male,5-14 years,459846,0
Paraguay,1984,male,55-74 years,124820,3
Paraguay,1984,male,75+ years,18776,3
Paraguay,1985,female,15-24 years,362788,9
Paraguay,1985,female,25-34 years,258525,6
Paraguay,1985,female,35-54 years,278563,3
Paraguay,1985,female,5-14 years,457364,5
Paraguay,1985,female,55-74 years,139742,4
Paraguay,1985,female,75+ years,26807,0
Paraguay,1985,male,15-24 years,375543,9
Paraguay,1985,male,25-34 years,269355,4
Paraguay,1985,male,35-54 years,288558,11
Paraguay,1985,male,5-14 years,471865,1
Paraguay,1985,male,55-74 years,128809,8
Paraguay,1985,male,75+ years,19395,3
Paraguay,1986,female,15-24 years,370579,12
Paraguay,1986,female,25-34 years,267364,3
Paraguay,1986,female,35-54 years,289263,6
Paraguay,1986,female,5-14 years,470509,0
Paraguay,1986,female,55-74 years,142637,2
Paraguay,1986,female,75+ years,28055,0
Paraguay,1986,male,15-24 years,383018,10
Paraguay,1986,male,25-34 years,278072,10
Paraguay,1986,male,35-54 years,300541,3
Paraguay,1986,male,5-14 years,485244,0
Paraguay,1986,male,55-74 years,131783,9
Paraguay,1986,male,75+ years,20470,1
Paraguay,1987,female,15-24 years,377753,12
Paraguay,1987,female,25-34 years,275955,2
Paraguay,1987,female,35-54 years,301417,4
Paraguay,1987,female,5-14 years,485452,3
Paraguay,1987,female,55-74 years,145386,1
Paraguay,1987,female,75+ years,29224,1
Paraguay,1987,male,15-24 years,389735,11
Paraguay,1987,male,25-34 years,286352,6
Paraguay,1987,male,35-54 years,313985,15
Paraguay,1987,male,5-14 years,500586,0
Paraguay,1987,male,55-74 years,134656,4
Paraguay,1987,male,75+ years,21474,3
Paraguay,1988,female,15-24 years,384536,0
Paraguay,1988,female,25-34 years,284401,0
Paraguay,1988,female,35-54 years,314563,0
Paraguay,1988,female,5-14 years,501557,0
Paraguay,1988,female,55-74 years,148160,0
Paraguay,1988,female,75+ years,30332,0
Paraguay,1988,male,15-24 years,395992,0
Paraguay,1988,male,25-34 years,294326,0
Paraguay,1988,male,35-54 years,328403,0
Paraguay,1988,male,5-14 years,517201,0
Paraguay,1988,male,55-74 years,137619,0
Paraguay,1988,male,75+ years,22405,0
Paraguay,1989,female,15-24 years,391348,13
Paraguay,1989,female,25-34 years,292941,3
Paraguay,1989,female,35-54 years,328057,0
Paraguay,1989,female,5-14 years,517971,1
Paraguay,1989,female,55-74 years,151253,0
Paraguay,1989,female,75+ years,31393,2
Paraguay,1989,male,15-24 years,402329,12
Paraguay,1989,male,25-34 years,302327,11
Paraguay,1989,male,35-54 years,343125,17
Paraguay,1989,male,5-14 years,534185,0
Paraguay,1989,male,55-74 years,140982,6
Paraguay,1989,male,75+ years,23265,2
Paraguay,1990,female,15-24 years,398531,24
Paraguay,1990,female,25-34 years,301682,8
Paraguay,1990,female,35-54 years,341511,7
Paraguay,1990,female,5-14 years,534004,4
Paraguay,1990,female,55-74 years,154872,6
Paraguay,1990,female,75+ years,32425,1
Paraguay,1990,male,15-24 years,409193,23
Paraguay,1990,male,25-34 years,310522,10
Paraguay,1990,male,35-54 years,357722,9
Paraguay,1990,male,5-14 years,550763,0
Paraguay,1990,male,55-74 years,144947,4
Paraguay,1990,male,75+ years,24057,3
Paraguay,1991,female,15-24 years,405630,13
Paraguay,1991,female,25-34 years,310280,4
Paraguay,1991,female,35-54 years,355055,4
Paraguay,1991,female,5-14 years,550401,4
Paraguay,1991,female,55-74 years,158432,2
Paraguay,1991,female,75+ years,34004,0
Paraguay,1991,male,15-24 years,416191,15
Paraguay,1991,male,25-34 years,319155,8
Paraguay,1991,male,35-54 years,371882,14
Paraguay,1991,male,5-14 years,567556,2
Paraguay,1991,male,55-74 years,148800,8
Paraguay,1991,male,75+ years,25426,1
Paraguay,1994,female,15-24 years,431939,7
Paraguay,1994,female,25-34 years,334061,6
Paraguay,1994,female,35-54 years,396264,7
Paraguay,1994,female,5-14 years,594178,2
Paraguay,1994,female,55-74 years,171623,3
Paraguay,1994,female,75+ years,38397,2
Paraguay,1994,male,15-24 years,443189,22
Paraguay,1994,male,25-34 years,343206,15
Paraguay,1994,male,35-54 years,414561,22
Paraguay,1994,male,5-14 years,612776,4
Paraguay,1994,male,55-74 years,163247,16
Paraguay,1994,male,75+ years,29076,2
Paraguay,1995,female,15-24 years,443966,16
Paraguay,1995,female,25-34 years,340494,3
Paraguay,1995,female,35-54 years,410701,6
Paraguay,1995,female,5-14 years,606342,7
Paraguay,1995,female,55-74 years,176454,3
Paraguay,1995,female,75+ years,39786,0
Paraguay,1995,male,15-24 years,455746,28
Paraguay,1995,male,25-34 years,349465,17
Paraguay,1995,male,35-54 years,429613,27
Paraguay,1995,male,5-14 years,625433,1
Paraguay,1995,male,55-74 years,168605,7
Paraguay,1995,male,75+ years,30153,3
Paraguay,1996,female,15-24 years,457285,12
Paraguay,1996,female,25-34 years,346518,7
Paraguay,1996,female,35-54 years,424905,6
Paraguay,1996,female,5-14 years,617889,3
Paraguay,1996,female,55-74 years,180915,2
Paraguay,1996,female,75+ years,41669,0
Paraguay,1996,male,15-24 years,469606,22
Paraguay,1996,male,25-34 years,354956,15
Paraguay,1996,male,35-54 years,444785,19
Paraguay,1996,male,5-14 years,637559,0
Paraguay,1996,male,55-74 years,173535,11
Paraguay,1996,male,75+ years,31800,2
Paraguay,1997,female,15-24 years,472212,15
Paraguay,1997,female,25-34 years,351803,10
Paraguay,1997,female,35-54 years,439187,7
Paraguay,1997,female,5-14 years,627765,6
Paraguay,1997,female,55-74 years,185568,3
Paraguay,1997,female,75+ years,43429,0
Paraguay,1997,male,15-24 years,485277,29
Paraguay,1997,male,25-34 years,359615,21
Paraguay,1997,male,35-54 years,460079,20
Paraguay,1997,male,5-14 years,648002,4
Paraguay,1997,male,55-74 years,178700,10
Paraguay,1997,male,75+ years,33336,1
Paraguay,1998,female,15-24 years,488313,22
Paraguay,1998,female,25-34 years,356782,4
Paraguay,1998,female,35-54 years,453570,8
Paraguay,1998,female,5-14 years,636190,7
Paraguay,1998,female,55-74 years,190476,3
Paraguay,1998,female,75+ years,45155,1
Paraguay,1998,male,15-24 years,502306,25
Paraguay,1998,male,25-34 years,363959,21
Paraguay,1998,male,35-54 years,475395,28
Paraguay,1998,male,5-14 years,656944,0
Paraguay,1998,male,55-74 years,184198,15
Paraguay,1998,male,75+ years,34806,4
Paraguay,1999,female,15-24 years,504952,31
Paraguay,1999,female,25-34 years,362111,0
Paraguay,1999,female,35-54 years,468102,16
Paraguay,1999,female,5-14 years,643639,2
Paraguay,1999,female,55-74 years,195757,5
Paraguay,1999,female,75+ years,46953,1
Paraguay,1999,male,15-24 years,519970,31
Paraguay,1999,male,25-34 years,368766,20
Paraguay,1999,male,35-54 years,490653,37
Paraguay,1999,male,5-14 years,664839,2
Paraguay,1999,male,55-74 years,190207,15
Paraguay,1999,male,75+ years,36271,1
Paraguay,2000,female,15-24 years,521651,23
Paraguay,2000,female,25-34 years,368319,2
Paraguay,2000,female,35-54 years,482688,14
Paraguay,2000,female,5-14 years,650449,3
Paraguay,2000,female,55-74 years,201515,4
Paraguay,2000,female,75+ years,48858,1
Paraguay,2000,male,15-24 years,537673,28
Paraguay,2000,male,25-34 years,374656,33
Paraguay,2000,male,35-54 years,505726,27
Paraguay,2000,male,5-14 years,672014,2
Paraguay,2000,male,55-74 years,196856,16
Paraguay,2000,male,75+ years,37753,1
Paraguay,2001,female,15-24 years,536659,25
Paraguay,2001,female,25-34 years,375000,7
Paraguay,2001,female,35-54 years,497708,12
Paraguay,2001,female,5-14 years,656430,6
Paraguay,2001,female,55-74 years,207018,3
Paraguay,2001,female,75+ years,51331,1
Paraguay,2001,male,15-24 years,553522,37
Paraguay,2001,male,25-34 years,382094,16
Paraguay,2001,male,35-54 years,520113,15
Paraguay,2001,male,5-14 years,678435,4
Paraguay,2001,male,55-74 years,203149,18
Paraguay,2001,male,75+ years,39855,8
Paraguay,2002,female,15-24 years,552182,32
Paraguay,2002,female,25-34 years,382378,11
Paraguay,2002,female,35-54 years,513310,10
Paraguay,2002,female,5-14 years,662632,7
Paraguay,2002,female,55-74 years,213126,6
Paraguay,2002,female,75+ years,53927,0
Paraguay,2002,male,15-24 years,569595,42
Paraguay,2002,male,25-34 years,390558,25
Paraguay,2002,male,35-54 years,535007,32
Paraguay,2002,male,5-14 years,685092,1
Paraguay,2002,male,55-74 years,210122,9
Paraguay,2002,male,75+ years,41992,2
Paraguay,2003,female,15-24 years,567525,31
Paraguay,2003,female,25-34 years,390609,4
Paraguay,2003,female,35-54 years,528807,5
Paraguay,2003,female,5-14 years,668533,4
Paraguay,2003,female,55-74 years,219923,1
Paraguay,2003,female,75+ years,56494,0
Paraguay,2003,male,15-24 years,585314,39
Paraguay,2003,male,25-34 years,400125,16
Paraguay,2003,male,35-54 years,549755,43
Paraguay,2003,male,5-14 years,691456,8
Paraguay,2003,male,55-74 years,217888,16
Paraguay,2003,male,75+ years,44060,7
Paraguay,2004,female,15-24 years,581699,40
Paraguay,2004,female,25-34 years,399856,9
Paraguay,2004,female,35-54 years,543113,16
Paraguay,2004,female,5-14 years,673228,6
Paraguay,2004,female,55-74 years,227535,5
Paraguay,2004,female,75+ years,58790,1
Paraguay,2004,male,15-24 years,599849,53
Paraguay,2004,male,25-34 years,410848,34
Paraguay,2004,male,35-54 years,563346,35
Paraguay,2004,male,5-14 years,696611,8
Paraguay,2004,male,55-74 years,226553,20
Paraguay,2004,male,75+ years,45873,7
Paraguay,2005,female,15-24 years,594065,44
Paraguay,2005,female,25-34 years,410317,13
Paraguay,2005,female,35-54 years,555555,14
Paraguay,2005,female,5-14 years,675887,10
Paraguay,2005,female,55-74 years,236025,3
Paraguay,2005,female,75+ years,60692,0
Paraguay,2005,male,15-24 years,612683,54
Paraguay,2005,male,25-34 years,422818,24
Paraguay,2005,male,35-54 years,575210,40
Paraguay,2005,male,5-14 years,699704,7
Paraguay,2005,male,55-74 years,236152,23
Paraguay,2005,male,75+ years,47349,7
Paraguay,2006,female,15-24 years,604935,28
Paraguay,2006,female,25-34 years,423389,10
Paraguay,2006,female,35-54 years,565035,18
Paraguay,2006,female,5-14 years,678059,5
Paraguay,2006,female,55-74 years,245285,8
Paraguay,2006,female,75+ years,62780,0
Paraguay,2006,male,15-24 years,624318,62
Paraguay,2006,male,25-34 years,437359,36
Paraguay,2006,male,35-54 years,584438,49
Paraguay,2006,male,5-14 years,702450,9
Paraguay,2006,male,55-74 years,246222,18
Paraguay,2006,male,75+ years,49190,8
Paraguay,2007,female,15-24 years,613122,33
Paraguay,2007,female,25-34 years,437509,14
Paraguay,2007,female,35-54 years,572154,7
Paraguay,2007,female,5-14 years,677311,9
Paraguay,2007,female,55-74 years,255119,5
Paraguay,2007,female,75+ years,64408,0
Paraguay,2007,male,15-24 years,633346,44
Paraguay,2007,male,25-34 years,452960,40
Paraguay,2007,male,35-54 years,591517,39
Paraguay,2007,male,5-14 years,702214,5
Paraguay,2007,male,55-74 years,256849,22
Paraguay,2007,male,75+ years,50660,9
Paraguay,2008,female,15-24 years,619561,27
Paraguay,2008,female,25-34 years,452518,7
Paraguay,2008,female,35-54 years,577902,13
Paraguay,2008,female,5-14 years,674138,7
Paraguay,2008,female,55-74 years,265380,7
Paraguay,2008,female,75+ years,65848,1
Paraguay,2008,male,15-24 years,640673,50
Paraguay,2008,male,25-34 years,469369,43
Paraguay,2008,male,35-54 years,597502,36
Paraguay,2008,male,5-14 years,699445,2
Paraguay,2008,male,55-74 years,267868,22
Paraguay,2008,male,75+ years,51965,7
Paraguay,2009,female,15-24 years,625692,33
Paraguay,2009,female,25-34 years,468073,12
Paraguay,2009,female,35-54 years,583930,14
Paraguay,2009,female,5-14 years,669630,5
Paraguay,2009,female,55-74 years,275899,6
Paraguay,2009,female,75+ years,67455,0
Paraguay,2009,male,15-24 years,647674,73
Paraguay,2009,male,25-34 years,486170,43
Paraguay,2009,male,35-54 years,604066,53
Paraguay,2009,male,5-14 years,695155,5
Paraguay,2009,male,55-74 years,279099,32
Paraguay,2009,male,75+ years,53377,7
Paraguay,2010,female,15-24 years,632271,30
Paraguay,2010,female,25-34 years,483820,9
Paraguay,2010,female,35-54 years,591324,13
Paraguay,2010,female,5-14 years,665063,3
Paraguay,2010,female,55-74 years,286507,6
Paraguay,2010,female,75+ years,69409,2
Paraguay,2010,male,15-24 years,655068,54
Paraguay,2010,male,25-34 years,502955,36
Paraguay,2010,male,35-54 years,612290,42
Paraguay,2010,male,5-14 years,690556,2
Paraguay,2010,male,55-74 years,290394,20
Paraguay,2010,male,75+ years,55046,6
Paraguay,2011,female,15-24 years,637360,32
Paraguay,2011,female,25-34 years,499220,18
Paraguay,2011,female,35-54 years,601068,14
Paraguay,2011,female,5-14 years,659621,6
Paraguay,2011,female,55-74 years,296138,6
Paraguay,2011,female,75+ years,71811,0
Paraguay,2011,male,15-24 years,660879,84
Paraguay,2011,male,25-34 years,518996,57
Paraguay,2011,male,35-54 years,622380,47
Paraguay,2011,male,5-14 years,685194,7
Paraguay,2011,male,55-74 years,300442,18
Paraguay,2011,male,75+ years,57390,9
Paraguay,2012,female,15-24 years,643043,41
Paraguay,2012,female,25-34 years,514812,17
Paraguay,2012,female,35-54 years,612639,12
Paraguay,2012,female,5-14 years,655451,7
Paraguay,2012,female,55-74 years,306185,8
Paraguay,2012,female,75+ years,74473,3
Paraguay,2012,male,15-24 years,667289,62
Paraguay,2012,male,25-34 years,535053,41
Paraguay,2012,male,35-54 years,634551,47
Paraguay,2012,male,5-14 years,681050,10
Paraguay,2012,male,55-74 years,310836,20
Paraguay,2012,male,75+ years,59901,7
Paraguay,2013,female,15-24 years,648644,34
Paraguay,2013,female,25-34 years,530115,8
Paraguay,2013,female,35-54 years,625749,14
Paraguay,2013,female,5-14 years,652740,14
Paraguay,2013,female,55-74 years,316626,4
Paraguay,2013,female,75+ years,77315,2
Paraguay,2013,male,15-24 years,673551,88
Paraguay,2013,male,25-34 years,550647,60
Paraguay,2013,male,35-54 years,648452,46
Paraguay,2013,male,5-14 years,678324,8
Paraguay,2013,male,55-74 years,321545,34
Paraguay,2013,male,75+ years,62499,11
Paraguay,2014,female,15-24 years,652997,40
Paraguay,2014,female,25-34 years,544363,20
Paraguay,2014,female,35-54 years,639933,27
Paraguay,2014,female,5-14 years,651376,12
Paraguay,2014,female,55-74 years,327364,11
Paraguay,2014,female,75+ years,80188,0
Paraguay,2014,male,15-24 years,678400,104
Paraguay,2014,male,25-34 years,565080,62
Paraguay,2014,male,35-54 years,663506,60
Paraguay,2014,male,5-14 years,676877,10
Paraguay,2014,male,55-74 years,332478,28
Paraguay,2014,male,75+ years,65032,5
Peru,1983,female,15-24 years,,10
Peru,1983,female,25-34 years,,6
Peru,1983,female,35-54 years,,8
Peru,1983,female,5-14 years,,2
Peru,1983,female,55-74 years,,4
Peru,1983,female,75+ years,,0
Peru,1983,male,15-24 years,,26
Peru,1983,male,25-34 years,,11
Peru,1983,male,35-54 years,,15
Peru,1983,male,5-14 years,,2
Peru,1983,male,55-74 years,,10
Peru,1983,male,75+ years,,2
Peru,1986,female,15-24 years,,21
Peru,1986,female,25-34 years,,11
Peru,1986,female,35-54 years,,14
Peru,1986,female,5-14 years,,2
Peru,1986,female,55-74 years,,2
Peru,1986,female,75+ years,,1
Peru,1986,male,15-24 years,,25
Peru,1986,male,25-34 years,,17
Peru,1986,male,35-54 years,,32
Peru,1986,male,5-14 years,,3
Peru,1986,male,55-74 years,,13
Peru,1986,male,75+ years,,4
Peru,1987,female,15-24 years,,22
Peru,1987,female,25-34 years,,13
Peru,1987,female,35-54 years,,10
Peru,1987,female,5-14 years,,3
Peru,1987,female,55-74 years,,5
Peru,1987,female,75+ years,,0
Peru,1987,male,15-24 years,,23
Peru,1987,male,25-34 years,,19
Peru,1987,male,35-54 years,,18
Peru,1987,male,5-14 years,,0
Peru,1987,male,55-74 years,,8
Peru,1987,male,75+ years,,5
Peru,1988,female,15-24 years,,19
Peru,1988,female,25-34 years,,8
Peru,1988,female,35-54 years,,4
Peru,1988,female,5-14 years,,1
Peru,1988,female,55-74 years,,2
Peru,1988,female,75+ years,,0
Peru,1988,male,15-24 years,,23
Peru,1988,male,25-34 years,,19
Peru,1988,male,35-54 years,,19
Peru,1988,male,5-14 years,,5
Peru,1988,male,55-74 years,,8
Peru,1988,male,75+ years,,2
Peru,1989,female,15-24 years,,24
Peru,1989,female,25-34 years,,6
Peru,1989,female,35-54 years,,5
Peru,1989,female,5-14 years,,5
Peru,1989,female,55-74 years,,0
Peru,1989,female,75+ years,,0
Peru,1989,male,15-24 years,,16
Peru,1989,male,25-34 years,,11
Peru,1989,male,35-54 years,,21
Peru,1989,male,5-14 years,,1
Peru,1989,male,55-74 years,,11
Peru,1989,male,75+ years,,3
Peru,1990,female,15-24 years,,16
Peru,1990,female,25-34 years,,10
Peru,1990,female,35-54 years,,9
Peru,1990,female,5-14 years,,2
Peru,1990,female,55-74 years,,2
Peru,1990,female,75+ years,,0
Peru,1990,male,15-24 years,,10
Peru,1990,male,25-34 years,,17
Peru,1990,male,35-54 years,,7
Peru,1990,male,5-14 years,,4
Peru,1990,male,55-74 years,,7
Peru,1990,male,75+ years,,2
Peru,1991,female,15-24 years,,12
Peru,1991,female,25-34 years,,3
Peru,1991,female,35-54 years,,3
Peru,1991,female,5-14 years,,2
Peru,1991,female,55-74 years,,2
Peru,1991,female,75+ years,,0
Peru,1991,male,15-24 years,,21
Peru,1991,male,25-34 years,,12
Peru,1991,male,35-54 years,,11
Peru,1991,male,5-14 years,,1
Peru,1991,male,55-74 years,,6
Peru,1991,male,75+ years,,0
Peru,1992,female,15-24 years,,32
Peru,1992,female,25-34 years,,14
Peru,1992,female,35-54 years,,12
Peru,1992,female,5-14 years,,11
Peru,1992,female,55-74 years,,4
Peru,1992,female,75+ years,,1
Peru,1992,male,15-24 years,,32
Peru,1992,male,25-34 years,,29
Peru,1992,male,35-54 years,,31
Peru,1992,male,5-14 years,,6
Peru,1992,male,55-74 years,,14
Peru,1992,male,75+ years,,7
Peru,1994,female,15-24 years,,61
Peru,1994,female,25-34 years,,23
Peru,1994,female,35-54 years,,12
Peru,1994,female,5-14 years,,16
Peru,1994,female,55-74 years,,8
Peru,1994,female,75+ years,,0
Peru,1994,male,15-24 years,,67
Peru,1994,male,25-34 years,,40
Peru,1994,male,35-54 years,,48
Peru,1994,male,5-14 years,,4
Peru,1994,male,55-74 years,,26
Peru,1994,male,75+ years,,5
Peru,1995,female,15-24 years,,73
Peru,1995,female,25-34 years,,25
Peru,1995,female,35-54 years,,18
Peru,1995,female,5-14 years,,10
Peru,1995,female,55-74 years,,8
Peru,1995,female,75+ years,,2
Peru,1995,male,15-24 years,,81
Peru,1995,male,25-34 years,,48
Peru,1995,male,35-54 years,,59
Peru,1995,male,5-14 years,,3
Peru,1995,male,55-74 years,,29
Peru,1995,male,75+ years,,8
Peru,1996,female,15-24 years,,69
Peru,1996,female,25-34 years,,31
Peru,1996,female,35-54 years,,32
Peru,1996,female,5-14 years,,7
Peru,1996,female,55-74 years,,9
Peru,1996,female,75+ years,,2
Peru,1996,male,15-24 years,,76
Peru,1996,male,25-34 years,,52
Peru,1996,male,35-54 years,,61
Peru,1996,male,5-14 years,,7
Peru,1996,male,55-74 years,,25
Peru,1996,male,75+ years,,6
Peru,1997,female,15-24 years,,63
Peru,1997,female,25-34 years,,19
Peru,1997,female,35-54 years,,25
Peru,1997,female,5-14 years,,4
Peru,1997,female,55-74 years,,4
Peru,1997,female,75+ years,,1
Peru,1997,male,15-24 years,,53
Peru,1997,male,25-34 years,,47
Peru,1997,male,35-54 years,,47
Peru,1997,male,5-14 years,,2
Peru,1997,male,55-74 years,,20
Peru,1997,male,75+ years,,1
Peru,1998,female,15-24 years,,59
Peru,1998,female,25-34 years,,25
Peru,1998,female,35-54 years,,25
Peru,1998,female,5-14 years,,12
Peru,1998,female,55-74 years,,4
Peru,1998,female,75+ years,,3
Peru,1998,male,15-24 years,,67
Peru,1998,male,25-34 years,,51
Peru,1998,male,35-54 years,,46
Peru,1998,male,5-14 years,,4
Peru,1998,male,55-74 years,,19
Peru,1998,male,75+ years,,5
Peru,1999,female,15-24 years,,45
Peru,1999,female,25-34 years,,15
Peru,1999,female,35-54 years,,15
Peru,1999,female,5-14 years,,5
Peru,1999,female,55-74 years,,3
Peru,1999,female,75+ years,,2
Peru,1999,male,15-24 years,,40
Peru,1999,male,25-34 years,,46
Peru,1999,male,35-54 years,,52
Peru,1999,male,5-14 years,,4
Peru,1999,male,55-74 years,,11
Peru,1999,male,75+ years,,2
Peru,2000,female,15-24 years,,48
Peru,2000,female,25-34 years,,14
Peru,2000,female,35-54 years,,14
Peru,2000,female,5-14 years,,2
Peru,2000,female,55-74 years,,2
Peru,2000,female,75+ years,,0
Peru,2000,male,15-24 years,,43
Peru,2000,male,25-34 years,,40
Peru,2000,male,35-54 years,,37
Peru,2000,male,5-14 years,,4
Peru,2000,male,55-74 years,,16
Peru,2000,male,75+ years,,7
Peru,2001,female,15-24 years,,43
Peru,2001,female,25-34 years,,14
Peru,2001,female,35-54 years,,13
Peru,2001,female,5-14 years,,8
Peru,2001,female,55-74 years,,4
Peru,2001,female,75+ years,,2
Peru,2001,male,15-24 years,,41
Peru,2001,male,25-34 years,,36
Peru,2001,male,35-54 years,,31
Peru,2001,male,5-14 years,,5
Peru,2001,male,55-74 years,,22
Peru,2001,male,75+ years,,5
Peru,2002,female,15-24 years,,36
Peru,2002,female,25-34 years,,19
Peru,2002,female,35-54 years,,5
Peru,2002,female,5-14 years,,7
Peru,2002,female,55-74 years,,4
Peru,2002,female,75+ years,,1
Peru,2002,male,15-24 years,,43
Peru,2002,male,25-34 years,,49
Peru,2002,male,35-54 years,,54
Peru,2002,male,5-14 years,,9
Peru,2002,male,55-74 years,,19
Peru,2002,male,75+ years,,4
Peru,2003,female,15-24 years,,27
Peru,2003,female,25-34 years,,12
Peru,2003,female,35-54 years,,17
Peru,2003,female,5-14 years,,4
Peru,2003,female,55-74 years,,3
Peru,2003,female,75+ years,,0
Peru,2003,male,15-24 years,,42
Peru,2003,male,25-34 years,,45
Peru,2003,male,35-54 years,,46
Peru,2003,male,5-14 years,,9
Peru,2003,male,55-74 years,,24
Peru,2003,male,75+ years,,6
Peru,2004,female,15-24 years,,32
Peru,2004,female,25-34 years,,16
Peru,2004,female,35-54 years,,7
Peru,2004,female,5-14 years,,1
Peru,2004,female,55-74 years,,3
Peru,2004,female,75+ years,,1
Peru,2004,male,15-24 years,,43
Peru,2004,male,25-34 years,,37
Peru,2004,male,35-54 years,,42
Peru,2004,male,5-14 years,,8
Peru,2004,male,55-74 years,,23
Peru,2004,male,75+ years,,6
Peru,2005,female,15-24 years,,49
Peru,2005,female,25-34 years,,8
Peru,2005,female,35-54 years,,14
Peru,2005,female,5-14 years,,6
Peru,2005,female,55-74 years,,3
Peru,2005,female,75+ years,,0
Peru,2005,male,15-24 years,,27
Peru,2005,male,25-34 years,,30
Peru,2005,male,35-54 years,,38
Peru,2005,male,5-14 years,,1
Peru,2005,male,55-74 years,,18
Peru,2005,male,75+ years,,4
Peru,2006,female,15-24 years,,42
Peru,2006,female,25-34 years,,15
Peru,2006,female,35-54 years,,13
Peru,2006,female,5-14 years,,9
Peru,2006,female,55-74 years,,8
Peru,2006,female,75+ years,,2
Peru,2006,male,15-24 years,,44
